movie,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
Butch Cassidy and the Sundance Kid (1969),0.026343457,0.14115582,-0.2387203,0.13149722,0.111764915,0.32592627,-0.08124739,0.03472577,-0.34415275,0.21505585,-0.13432036,-0.27212533,-0.22447585,0.019565232,0.12497267,0.15281604,-0.237899,0.2364534,0.33123994,-0.22690721,-0.07599994,-0.4048817,0.017686358,-0.11886504,0.07476359,0.27013677,-0.18045194,0.07734584,0.05987867,0.12038543,0.14700255,0.29738182,0.09980464,0.30873063,0.24002476,-0.18330269,-0.16936083,0.20104593,-0.116537936,0.15059364
"People vs. Larry Flynt, The (1996)",-0.2900704,0.16830364,-0.40896463,0.23105326,0.4481945,0.0053004054,-0.24164735,-0.17571406,-0.14675778,0.29585877,0.13891025,-0.09277734,-0.15645862,0.005820099,0.20732509,0.22027823,-0.1273371,0.01661322,-0.299988,0.2442911,0.07199585,0.0018757684,0.016715609,-0.17639522,0.08969355,0.10991406,-0.05462674,-0.23217322,-0.1451459,0.01446359,0.053982005,0.22703819,0.23738877,0.1552041,0.18487914,0.01684877,-0.12711553,0.25204188,0.12904978,0.0015534515
Sleepless in Seattle (1993),-0.054796558,0.05805102,0.02218832,0.088528976,-0.48920235,0.22087683,0.17015038,-0.0063499175,-0.16474763,0.037544534,-0.31363934,-0.11996742,0.06699244,0.038584832,0.11626551,0.07936054,-0.22510803,0.3557694,-0.1456313,-0.43140572,-0.23474687,-0.25854647,-0.11701251,0.22032414,-0.14631484,0.18072958,-0.10428774,0.25800082,0.21586697,0.008541924,-0.069570616,0.0870975,-0.08273521,0.12314841,0.19158547,-0.007142656,-0.23971322,0.20090437,-0.33672592,-0.044883337
Field of Dreams (1989),-0.11520441,0.16381216,-0.21495773,-0.19581355,-0.19813654,0.26829046,0.30296755,0.031563107,-0.15208137,0.18965656,-0.29030868,-0.33500743,-0.13379805,-0.016846685,0.16275693,0.11289779,-0.15438585,0.2967936,-0.050207864,-0.5538626,-0.13939208,-0.09703533,-0.14197776,0.12915862,-0.04117022,0.35208005,-0.2426258,-0.31041157,0.24791603,0.34144306,-0.0059119985,0.10254836,-0.08381814,-0.1719051,0.080285884,-0.21795641,-0.003699304,0.07525079,-0.27751058,0.35291216
Starship Troopers (1997),-0.030786617,-0.009700601,-0.17214228,0.2329985,0.37565708,-0.088789284,0.20412618,0.013599618,0.06466036,0.26723966,0.15031382,-0.21032396,-0.101596914,0.32006842,0.21842712,0.030579135,-0.13275376,-0.112881154,-0.14517304,0.35616964,0.22013168,-0.16101353,0.25870654,-0.0063906475,-0.18402176,-0.13842621,0.10285347,0.13012065,-0.06044737,-0.10051281,-0.33386698,0.35694236,0.068345584,-0.07034027,-0.12648429,0.20451097,-0.23748021,-0.20336126,0.0030577334,0.066932805
"Godfather: Part II, The (1974)",-0.3425362,0.18876706,-0.46901765,0.020013608,0.25559178,0.095003,-0.33056924,-0.18367565,-0.22363609,0.2992477,0.06706113,-0.29267353,-0.16517769,0.32459986,0.227701,0.21528494,-0.20665978,0.376231,-0.12248563,-0.16457267,0.14938144,0.18686686,-0.23154812,-0.2946288,-0.20777442,0.4911528,-0.26384124,-0.14236327,0.032336503,0.18492527,0.044405796,0.22777653,-0.18644524,-0.10249541,0.38853496,0.10288929,-0.22912486,0.18791293,0.3579025,0.15150845
Rear Window (1954),-0.24058414,0.35076448,-0.15420654,0.15278088,0.1958499,0.39427307,-0.24735376,-0.096852094,-0.20835187,0.28942198,0.022682348,-0.03923354,-0.19700895,0.032449577,0.11171084,-0.018164279,-0.19734193,0.048390064,0.020223219,-0.19448903,-0.4030123,0.02906129,-0.20950137,-0.38550124,-0.12053485,0.061648764,-0.15523352,-0.022440339,0.28397512,0.25165197,0.3423162,0.12027001,0.07798603,0.19335844,0.110714205,-0.2978623,-0.078708924,0.23191686,0.024822548,0.1518216
Get Shorty (1995),-0.044926118,0.104973696,-0.0012488125,0.02127847,0.11678175,0.10279154,-0.08165461,-0.11257846,-0.053084258,0.10550178,0.11644726,-0.111269005,-0.13045545,0.23467259,0.12865745,-0.048731618,-0.35486737,0.012683191,-0.06469225,-0.16142786,0.17107904,0.1752711,-0.22891413,-0.23679417,-0.0886688,0.19100314,-0.11408469,0.0320498,0.16606183,0.05973139,-0.040368885,0.13060063,-0.09826872,-0.12682696,0.1805852,-0.048576564,-0.18080314,0.022683674,-0.13560788,0.18393402
True Lies (1994),0.10714505,0.2252071,-0.11164666,0.050185107,0.093596086,0.29708666,0.16652073,0.03650696,0.07567047,0.124621436,-0.43217108,-0.22498143,-0.034417,0.09817081,0.1565175,0.25969103,-0.31560168,0.21792707,-0.09423665,0.09081809,0.1499451,-0.5158418,0.12594423,0.28603202,-0.07367595,0.084441215,-0.011249045,0.14427282,-0.010169061,-0.004576634,-0.27969924,0.13045381,-0.04401076,-0.21017396,0.17551237,-0.0791304,-0.29165053,-0.05616622,-0.29436293,0.1016073
Brazil (1985),0.059872963,0.042360153,-0.013438923,-0.23625126,0.550384,-0.08405482,-0.33939728,-0.13090469,-0.3584149,0.13100903,0.43085098,0.25750417,0.027485572,0.47774798,0.091802314,-0.065712385,-0.121879496,0.013999391,-0.053954683,0.18496537,0.1244437,0.077189654,-0.34153253,-0.5110297,-0.004349877,0.041941978,-0.09192371,0.16684529,0.15472174,-0.014094536,0.09157901,0.11488654,0.11262155,-0.24290329,0.3080133,-0.21602239,-0.15376821,0.08186446,0.2641146,0.18086252
M*A*S*H (1970),-0.06011947,0.17608416,-0.3398108,0.19359674,0.14033869,0.40300143,-0.15287225,-0.19711532,-0.3403243,0.07247477,-0.05678119,-0.2797782,-0.22113173,0.032524634,0.25205573,0.21475782,-0.29285827,0.117524065,-0.12354058,-0.18374267,-0.030740255,-0.33297777,-0.11606843,-0.22370851,-0.034012187,0.27827388,-0.16901569,-0.040057573,-0.025133327,0.25361222,0.18855359,0.10015731,0.19617392,0.17488939,0.23367053,-0.10552327,-0.0144211,0.30561104,-0.028906232,0.21906668
Eraser (1996),0.082987234,-0.22897851,0.1688416,-0.108985364,-0.17340703,0.14053033,0.3713878,0.117648,0.13377374,0.114255026,-0.2089531,-0.14557211,-0.12611157,0.040420048,-0.021982294,0.20687348,-0.110852204,-0.11782148,-0.021093827,-0.04888563,0.21908332,-0.2102632,-0.027604185,0.15650992,-0.13121039,-0.034327235,0.20241603,0.12058991,-0.24267194,0.31057099,-0.3261183,-0.20780675,0.11517844,0.027320623,0.017200237,-0.13838936,-0.028383799,-0.23471437,-0.1604245,0.2523842
"Shining, The (1980)",-0.22508396,0.014186681,-0.14427945,0.31851232,0.13473329,0.07956311,-0.21654202,-0.07556377,-0.14055537,0.06068309,0.034581777,-0.19714962,-0.22119567,0.10919679,0.17886966,-0.04805185,-0.12977971,0.1542673,0.054063514,-0.059028536,0.13102388,-0.18951204,0.03160172,-0.122508265,-0.2166193,0.1106848,-0.16858803,-0.15542926,-0.10891337,0.21980737,0.2008555,0.10095733,0.32531148,0.26981968,0.022976222,0.16835427,-0.14867707,0.15041085,0.36600292,0.2803242
Beauty and the Beast (1991),-0.17986752,0.12134192,-0.15340862,0.30091867,-0.061434485,0.07379465,0.052349754,0.08180784,-0.07777946,0.18071793,-0.17941771,-0.34016666,-0.20690604,-0.09666873,0.25519317,0.014109278,-0.13501413,0.2740244,0.14887656,-0.18035184,0.09107501,-0.23680805,-0.015090081,0.2897428,-0.17180045,0.030447615,-0.037507825,-0.100837134,0.3175599,0.10074061,0.06264506,0.37583137,-0.07591585,0.34252444,0.18985403,0.120376475,-0.23258795,0.21031196,-0.031529445,0.2940034
"Boot, Das (1981)",-0.26800346,0.23668163,-0.008956859,0.3109889,0.07066374,0.31522316,-0.31288132,-0.3811215,-0.0019326338,0.054300338,-0.14473972,-0.28101328,-0.15192848,0.079023555,0.2738012,0.26755813,-0.11550199,-0.018781984,-0.27299356,-0.112303786,-0.18589011,-0.1556907,-0.12100198,-0.15690395,-0.039016847,0.06485618,-0.2554263,0.10171064,0.1282455,0.15307944,0.44680008,0.15873311,0.051891163,0.20261745,0.30786148,-0.09674807,-0.32613775,0.42575398,0.009859707,-0.062766224
Batman (1989),-0.097682916,-0.013135512,-0.053945202,-0.067518376,0.15091084,-0.02635399,0.16629636,0.21175931,-0.036935523,0.07081043,-0.029809952,-0.11088993,0.023853133,0.07797011,0.24354663,0.22029236,0.013373175,0.1414207,-0.2545594,-0.07326354,0.3852597,-0.13873982,-0.08028797,0.032469474,-0.104517765,0.08748581,-0.17935959,0.029664053,0.34163257,0.06441812,-0.19090994,0.28975397,0.079342715,0.21335633,0.11776381,0.09526981,-0.19898777,-0.033092752,-0.10954922,0.2795786
Young Frankenstein (1974),-0.061459735,0.174313,-0.032124646,-0.016947092,-0.08607637,0.22285724,-0.07421922,-0.2891455,-0.102800936,0.22079968,0.11150232,-0.07028527,-0.22055145,-0.121920034,0.15318802,0.01630763,-0.22918427,0.22026026,-0.08934002,-0.11430581,-0.025333524,-0.047266547,-0.4456145,-0.19890991,-0.13255754,-0.064559594,-0.17343663,-0.06606161,0.18660375,0.15627973,-0.0016147412,0.1332486,-0.009727787,0.08565698,0.26103783,-0.37512216,-0.19689462,0.03414717,-0.26042074,0.18955833
Star Trek IV: The Voyage Home (1986),0.15381902,0.24525777,-0.16819072,-0.03330848,0.18705529,0.32071075,0.30398282,0.06791274,-0.004779055,-0.024686454,0.038478877,0.16490546,0.12957348,0.07097481,0.08819565,0.155099,-0.122683376,0.17267059,-0.19329551,-0.28911334,0.081503145,-0.041771874,-0.15604265,0.3114044,-0.35086948,-0.11022868,0.10112276,0.20043735,0.11553063,-0.008036386,-0.18145348,0.17078431,-0.108457945,0.22269866,0.13512877,0.0058416794,-0.17343675,0.005094219,-0.18840554,0.30586457
Good Will Hunting (1997),-0.40232873,0.13462111,-0.22360572,0.13035706,-0.059516065,0.1944299,-0.22606,-0.21318118,-0.21645536,0.14872602,-0.40859032,-0.079125285,-0.25280526,0.017636824,0.37435654,0.28407636,0.0039866185,-0.022814406,-0.3608758,-0.24860018,-0.06576479,-0.23798692,-0.079958186,0.1418555,-0.3164663,0.26713464,-0.14815822,-0.08009596,0.24881223,-0.06810399,-0.043156043,0.14234544,0.4837215,0.023814455,0.20747684,-0.04615449,-0.12584445,0.29817003,0.108569205,0.24869114
Citizen Kane (1941),-0.43423164,0.2874698,-0.31837764,0.46817312,0.08154419,0.1607007,-0.3014039,-0.26918742,-0.29883757,0.21922693,0.16024612,0.08052548,-0.29012123,-0.04965994,0.103206724,0.27853742,-0.20939937,0.2497051,-0.14002025,0.11311171,-0.17279853,0.14269029,-0.27709156,-0.29785302,0.022425674,0.10276074,-0.29798305,-0.13050506,0.31845352,0.19792706,0.28298292,0.2805872,-0.15216374,-0.022182137,0.31047794,-0.2600876,-0.14948465,0.25964314,0.13527259,0.13758713
"Fifth Element, The (1997)",0.11065617,0.06509449,0.052540593,-0.038747113,0.23043329,0.011711554,-0.109272204,0.13242932,0.07301591,0.18788452,0.10847914,0.005171951,0.2624411,0.13807529,0.054617003,0.0066395355,-0.25693408,0.15111849,-0.23387678,0.21200864,0.22489235,-0.038728427,-0.00995102,-0.106078714,-0.05655386,-0.122275144,-0.11627859,-0.24221985,0.17807648,0.11149212,-0.29865453,0.17351153,-0.41036683,-0.43474358,-0.08494917,-0.11417021,-0.096007876,-0.07131709,0.26622087,0.14257526
Gandhi (1982),-0.094293095,0.24169548,-0.25292155,0.18200862,-0.068450004,0.16717453,-0.12471876,-0.2770553,-0.08375034,0.13756107,-0.23896569,-0.2749721,-0.22708972,-0.12599102,0.12919101,0.12852842,-0.25471896,0.019025711,-0.245964,-0.1296578,-0.0786536,-0.09144373,-0.2691803,-0.20563519,0.08688377,0.07922017,-0.24949282,0.0057424163,0.028159834,0.1716608,0.26450446,0.13424689,-0.27665517,-0.0008142194,0.18928583,-0.36026272,-0.2447139,0.11114905,-0.10185492,-0.18100588
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),0.092894986,0.26502323,-0.25780392,-0.093455866,0.2887831,0.21984328,-0.38952062,-0.46069965,-0.2732488,0.09371971,0.45064163,0.07731629,-0.16608231,0.052231807,0.16334759,0.05271024,-0.2206315,-0.022802077,-0.067386255,-0.08879543,-0.24862225,-0.030996252,-0.36831874,-0.43521637,0.042147633,-0.18525003,-0.20014778,0.20777972,-0.033636715,0.252287,0.5075918,0.0273672,0.21112289,0.017453443,0.09589716,-0.35965464,-0.0816605,0.23352431,0.251009,0.102295905
Face/Off (1997),-0.36571938,0.034114614,-0.14733784,0.02515725,0.1773687,-0.01227152,0.115572564,-0.016821492,-0.07708446,0.29611164,-0.24629308,-0.0697893,0.12302973,0.22839658,0.20241693,0.092978366,-0.09113527,0.038952526,-0.27432802,0.2663959,-0.059154917,-0.002176001,0.1037408,0.007317337,-0.24932505,0.0520781,0.020628845,-0.03976265,0.11788968,0.033666607,-0.13129975,0.05861179,0.14440042,-0.0686357,-0.03423679,0.32132477,-0.17237854,0.14029598,0.0057688495,0.15307772
Tin Cup (1996),-0.052312374,-0.096734874,-0.03399822,0.20214838,-0.036890745,0.041673616,0.13095336,-0.100547835,-0.27466816,0.02973239,-0.14112589,-0.1459386,0.07913282,0.04499835,-0.035466976,-0.008062355,-0.17001627,-0.072397664,-0.052047435,0.040558416,0.10903988,-0.18317088,-0.045387015,0.12335485,-0.044181038,0.07640578,-0.11370383,-0.03869534,0.21356247,0.08105196,-0.10024847,0.08793279,0.15682948,-0.11372157,0.09656991,-0.24976936,0.020651901,-0.03658724,-0.19906364,0.15160647
Mrs. Doubtfire (1993),-0.022038832,0.01953737,-0.03757357,0.1132741,-0.13096367,0.12131362,0.26204967,0.14146374,0.007472505,0.08602207,-0.3492256,-0.13712622,0.066121064,-0.051035505,0.1261318,-0.18638615,-0.146277,0.13635784,-0.063311055,-0.15366253,-0.08324349,-0.21951883,0.2379852,0.16537964,-0.23136984,-0.010405038,-0.06038933,0.07663017,0.01331261,0.01911545,-0.08888302,0.12648863,0.12722595,0.33197573,0.002701864,-0.12465835,-0.10154032,0.016188988,-0.27656534,0.033545863
This Is Spinal Tap (1984),-0.12027466,0.41146544,-0.34154758,0.22768772,0.16732223,0.05609455,-0.29675293,-0.2935254,-0.24326669,0.1560245,0.3138261,0.12236808,-0.09232594,0.21082997,-0.025288837,0.24153984,-0.18870111,0.181233,-0.06426748,-0.23159401,-0.09093471,-0.0038921626,-0.21968941,-0.3460749,-0.042428043,-0.024242286,-0.10889024,0.080953404,0.08357056,-0.10154592,0.15821442,0.026584415,0.059439342,-0.11003729,0.26905614,-0.4457139,-0.04706968,0.054875907,0.12095609,0.11503311
Sabrina (1995),0.08434989,0.030798776,0.09337333,0.22008102,-0.25746706,0.048390567,0.25869825,-0.18544549,-0.08637505,-0.08528401,-0.049264386,0.10117748,-0.1813735,-0.25706938,0.0456642,-0.014876901,-0.036724985,0.03483276,-0.0035011785,-0.2534733,-0.41395384,-0.12929636,0.045382023,0.34769017,-0.0522192,-0.08079817,-0.18127814,0.1734369,0.07990918,0.058369257,-0.06895119,-0.0045039756,0.12407118,0.12506926,0.28513056,-0.026700947,-0.16653931,0.15070084,-0.27451342,0.14701538
Boogie Nights (1997),-0.3353685,0.13718721,-0.09562037,0.21576671,0.2587167,-0.07845743,-0.37018642,-0.19508575,-0.18144564,0.13662958,-0.13566966,-0.36659876,-0.2822987,-0.008629457,0.33612654,0.090125345,0.20427163,-0.20562825,-0.06253786,0.30057082,0.32505995,-0.092708394,-0.2601421,-0.36562866,-0.115110606,-0.07323187,0.007003111,-0.024353174,-0.13431455,0.12317444,0.45711926,0.2716005,0.40542164,0.045009058,-0.13703537,0.11200373,0.034218807,0.09142008,0.36404324,-0.10349102
"Devil's Advocate, The (1997)",-0.22498062,-0.13214411,0.06985563,-0.07654361,0.16533476,0.078266524,-0.13351272,-0.09532967,0.12793906,0.27436152,-0.10628907,-0.2505738,-0.014622243,0.4079422,0.11016035,0.10025834,-0.21374103,-0.12816077,-0.13170317,0.32697853,0.04352384,-0.33448905,0.22827859,0.08548222,0.007962126,0.16341732,0.030114584,0.40650734,-0.2121603,0.09834246,-0.15081917,0.16855225,0.18091404,-0.10578754,-0.12018426,0.024129318,-0.111181624,0.11276471,0.35494307,-0.0056764744
Lone Star (1996),-0.097049594,0.3088306,-0.009160672,0.017675187,-0.05051198,0.3204643,-0.409922,-0.2728332,-0.0410651,-0.060264915,0.087636344,0.046851795,-0.18235682,0.014592522,-0.0012572799,-0.065629326,0.039794046,0.050079547,0.022180922,-0.40510046,-0.22394931,0.38202706,-0.35423067,-0.26992023,0.025288101,0.07023151,-0.29450488,0.20937276,0.05506584,0.3253393,0.44124222,0.07403694,-0.029333495,0.26383212,0.05152525,-0.43203554,-0.17359184,0.18460041,-0.010356827,0.18737748
"Long Kiss Goodnight, The (1996)",-0.039947785,0.054470554,-0.19592375,0.19192061,0.49182114,-0.046454,0.013819857,0.054115172,0.05444167,0.15629742,-0.22823209,-0.22738032,-0.1005514,0.073204525,0.10458257,0.11202566,-0.10965243,0.09427244,-0.13982795,0.26567855,0.009474837,-0.26105893,0.122631975,0.12633248,-0.28637245,-0.17602181,-0.09045614,-0.14862007,0.05437542,0.052302416,-0.35096684,0.08644633,0.22363618,0.048848793,0.0992894,0.06585221,-0.21718043,0.103481054,-0.25452787,0.15742913
Mighty Aphrodite (1995),-0.112245716,-0.13337673,-0.18298593,-0.13166709,0.25014338,-0.22774553,-0.23935746,-0.14102839,-0.23874256,0.10396315,0.03166955,-0.016417008,-0.06498844,-0.1861107,-0.11285342,0.13976163,-0.0036948388,-0.028424742,-0.021456607,-0.03975665,-0.04722834,0.27763495,-0.15398724,-0.38716862,-0.027739475,0.13833128,-0.0978004,-0.24247953,0.07955864,-0.11169121,0.16984043,0.1288057,-0.10546991,0.034434035,0.20452832,-0.23404787,-0.07705746,0.13047853,0.024940824,-0.15866731
Ulee's Gold (1997),-0.20091313,0.14308695,-0.12728947,0.08801435,0.11002256,0.4366023,0.06339876,-0.09539833,-0.2524546,0.22618234,-0.24089563,-0.090556584,-0.011972055,-0.022060873,0.14071237,0.15696996,0.27897617,0.25257474,0.03164133,0.2262647,-0.16021131,0.17759986,-0.24967963,-0.28045487,-0.009324464,0.13030615,-0.19802669,0.1514884,0.11913296,0.35882473,0.21618731,0.17137265,-0.08248694,0.04181037,0.15901938,-0.09664251,-0.3289534,0.11523471,0.11148273,0.19613191
"Postino, Il (1994)",-0.15711495,0.126403,-0.19990048,0.29265502,0.12462552,0.11201166,-0.4266845,-0.29997167,-0.044905644,-0.07241449,0.04896437,-0.21352446,-0.08223798,-0.023476258,-0.012197614,-0.04473748,-0.04556445,-0.0116332555,0.17149831,-0.24657993,-0.26004037,0.32752714,-0.3483815,-0.42945176,0.14145541,0.0561479,-0.2048842,0.025107244,0.13095768,0.10898584,0.3708363,0.00480892,0.187076,0.104486555,0.049189672,-0.17526615,0.12220643,0.23744904,-0.20868947,-0.06596263
Taxi Driver (1976),-0.5162471,0.21091692,-0.2751669,-0.06206446,0.46578518,0.005269091,-0.32297298,-0.081620045,-0.21785626,0.28054842,0.23611297,-0.02479822,-0.22468282,-0.014073755,0.05323065,-0.122905664,-0.059775043,0.10967261,0.120454274,-0.053540587,-0.07187683,0.2472679,-0.26524732,-0.46860906,0.031541564,0.15437976,-0.2514128,-0.35038728,0.3590743,0.028787723,0.33468634,0.11117951,0.086184084,-0.038170066,-0.015137512,-0.29135108,0.09536604,0.1591905,0.16301204,0.165853
Unforgiven (1992),-0.24386834,0.29505703,-0.31604788,0.2691362,0.228045,0.08693866,-0.20571929,-0.062418837,-0.037127372,0.15603971,0.13741426,-0.2856246,0.0411979,0.17355165,0.2394072,0.19860134,-0.15011148,-0.08510353,-0.2039696,-0.12575765,0.29067487,0.06956705,-0.0633818,-0.041807786,0.22355393,0.22916146,-0.11766674,0.20079376,0.04686883,0.061488286,0.111971855,-0.008279365,-0.012666284,0.07493783,-0.0021740822,0.14886796,-0.1622498,0.17522344,0.15517974,0.0893433
Fly Away Home (1996),-0.12209506,0.179065,-0.31755123,-0.005002454,0.033831168,0.2741593,-0.028124377,0.07845921,-0.04238278,0.004176736,-0.31077307,0.13402759,-0.11919912,-0.2086369,-0.0484753,-0.2886315,0.12651488,0.34750494,-0.08950384,-0.26352552,-0.27928576,0.22210401,0.23680542,0.16660081,-0.1506633,0.110672735,-0.019983042,-0.21565042,0.07563393,0.16002479,0.1477273,-0.005203863,0.22509988,0.19329414,0.19161944,-0.07693724,-0.07474903,-0.017444255,-0.365173,0.2779729
Dave (1993),0.06384456,0.19261363,-0.14919627,0.081068575,-0.11943011,0.109779894,0.065529756,-0.022162512,-0.21389511,0.15711218,-0.2906324,-0.14378679,-0.16982587,0.01375501,0.1073026,0.06089729,-0.26972184,0.06405336,0.012300431,-0.31179738,-0.03308749,-0.090184785,-0.14381711,0.16097681,-0.28109285,0.09108143,-0.08823867,0.23584898,0.082387745,0.14808981,-0.13235307,0.066759825,0.13010691,0.055606656,0.23476896,-0.1402743,-0.14787453,0.2099462,-0.35700342,0.11872575
Tomorrow Never Dies (1997),0.13132016,0.09020527,0.24684253,-0.023624094,0.16896898,0.047169685,0.10351858,0.040481113,0.2022886,0.28042185,-0.2197101,-0.27400425,-0.14546926,0.13803086,0.16912143,0.25139144,-0.2734483,-0.042808153,-0.16583921,-0.053114712,0.024055276,-0.07122739,-0.24194637,-0.1485853,-0.18601763,-0.020723289,-0.123835795,0.13121057,0.10062145,0.18589737,-0.20076841,-0.092173785,-0.0402709,-0.32952505,-0.25481522,-0.25789276,-0.23000707,-0.115821026,-0.097484246,0.11152673
Annie Hall (1977),-0.2555864,0.1878841,-0.26800063,0.17161255,0.26660743,0.16043824,-0.2807409,-0.074798845,-0.32720253,0.06741998,0.37958568,-0.01144424,-0.21931335,-0.15669572,-0.17944084,0.23987222,-0.01187303,0.1444552,0.23214884,-0.0895644,-0.13126147,0.28581965,-0.22986874,-0.34460866,0.09054388,0.26443678,-0.15260462,-0.07069863,0.14426115,0.09002742,0.25680235,-0.027478516,-0.16111095,0.012160721,0.38305652,-0.12194589,-0.043496173,0.31474757,-0.11581286,0.12831128
North by Northwest (1959),-0.05457987,0.37755594,-0.17575918,0.026133627,0.30658746,0.38108405,-0.17648613,-0.20440531,-0.14114523,0.3262829,-0.060915433,-0.19387442,-0.2705288,0.2700725,0.32874578,0.09008608,-0.11943696,-0.017686155,-0.06349756,-0.36023778,-0.3568985,-0.082858734,-0.28178957,-0.29700214,-0.33284327,0.04658515,-0.17159224,0.12753808,0.16895613,0.2610747,0.3007281,0.16995338,0.20844896,0.14876135,-0.1282704,-0.23138869,-0.010425589,0.09024855,0.0861846,0.18320215
Clear and Present Danger (1994),0.04708299,0.25076538,-0.047095932,-0.03188346,0.10761392,0.27514935,0.12604485,-0.051678006,0.012668608,0.060365085,-0.27101028,-0.20188041,-0.07912704,0.05417723,0.1156912,0.29475775,-0.20308428,0.048212882,0.06668611,-0.22905071,-0.029754462,-0.1722504,0.09628318,0.29900828,0.116410725,-0.014371907,-0.0058051464,0.22202586,-0.16953932,0.08631848,0.016606456,-0.11314882,-0.058765087,0.16126463,0.20856383,0.080799334,-0.20409304,0.081356235,-0.23977442,0.21894407
Vertigo (1958),-0.0059142774,0.3725896,0.0038864324,0.053547353,0.12360561,0.32328233,-0.19438948,-0.1597413,-0.066328555,0.09307485,0.0944386,-0.010581663,0.058700956,-0.075107574,0.061565854,0.0011493929,-0.1542748,0.18870188,-0.0036031168,-0.21395637,-0.32765225,0.081851594,-0.3147937,-0.21041982,-0.23774415,0.09471873,-0.16774184,0.06371852,0.13726112,0.30575705,0.26561213,0.27530092,-0.06612881,0.313533,0.15038522,-0.40794897,0.0029010247,0.20118473,-0.02166949,0.10242336
Mary Poppins (1964),0.081130564,0.3394066,0.02032167,0.052698232,-0.3357886,0.12336418,0.014672506,-0.21986666,-0.037360497,0.106805965,-0.22750564,-0.19298896,-0.23769484,-0.07501974,0.12825492,-0.11927053,0.018943166,0.3897584,0.023407945,-0.2275506,-0.20262754,-0.12732993,-0.36303958,0.12167564,-0.16965707,-0.044426918,-0.21998468,-0.05855925,0.30615327,0.07601643,0.16481133,0.20598431,0.04929222,0.03665918,-0.049874645,-0.23682748,-0.077919915,-0.042479765,-0.10180439,0.22506917
Primal Fear (1996),-0.1595443,0.08359415,-0.3151831,0.25629497,-0.098512515,0.047766473,-0.04044672,-0.087235,-0.15409176,0.2092789,-0.2639776,-0.042667314,0.14520429,0.15007646,0.10552124,0.18843074,-0.07233646,-0.07016978,-0.20892222,-0.121765584,-0.031014904,-0.19527951,0.074594095,0.14581262,-0.20312086,-0.050552707,-0.052680295,-0.0891413,-0.054396648,0.046294533,-0.05872885,-0.13595136,-0.022901678,-0.15397507,0.07084395,-0.07469094,-0.0866749,0.107759155,-0.3794309,0.097019255
Emma (1996),-0.07860755,0.0070538283,-0.2819653,0.27116108,-0.1342654,0.20464014,0.0063494514,-0.10273379,-0.14402123,0.0415034,-0.1428756,0.040189438,-0.15232788,-0.21101952,0.16286333,0.19896066,-0.005525547,-0.09655588,-0.1471179,-0.22427413,-0.23938255,0.043312706,-0.078988306,-0.11221729,-0.15674889,-0.1160796,-0.07541154,0.21187636,0.21329156,0.12304281,0.21561502,-0.08630951,0.25823966,-0.03408852,-0.014579432,-0.28084838,-0.024346985,0.07355675,-0.19557694,0.094519064
Much Ado About Nothing (1993),0.10069932,0.13249458,-0.02701731,0.24960037,-0.26042384,0.10578102,-0.2632169,-0.29907748,0.0596188,0.10854454,-0.15328956,0.06051197,-0.040528707,0.17194563,0.104749046,0.3174078,-0.16206418,0.13931313,-0.27883312,0.0070488807,-0.19796589,-0.28126186,0.01249255,0.08628147,-0.2528855,-0.022750376,-0.09347441,0.19088428,-0.014592277,0.09581276,0.07855146,0.21182849,0.13762161,0.11591914,0.3016715,-0.16356473,-0.2962883,0.09993507,-0.3203363,0.048571225
That Thing You Do! (1996),-0.00033164007,0.22294612,-0.016650457,0.17972828,-0.10058708,-0.03880749,-0.0281727,-0.010605348,0.00194574,-0.06781865,-0.18207018,-0.14810361,-0.012065589,0.047286797,-0.030147957,0.10427347,0.0042534485,0.055116918,-0.06886811,-0.16917454,-0.16323932,-0.12227613,-0.07892683,0.23381104,-0.20358154,0.017793676,-0.11284047,0.15676829,0.16029075,-0.023701008,-0.060559183,0.161807,0.22938927,0.17464253,0.082446806,-0.0668944,-0.19951846,0.14382435,-0.41990715,-0.011042077
Cop Land (1997),-0.2777256,-0.14860582,-0.24026482,-0.097138815,0.3791999,0.0022087784,-0.12608062,0.18051471,0.0839313,0.09502137,0.027234742,0.053317234,-0.39738068,0.014741139,-0.057372436,-0.11606225,-0.095946655,-0.08466392,-0.29803878,0.17573085,-0.25371325,-0.3886923,-0.068110235,-0.28297782,-0.31476912,0.15942638,-0.13160874,0.26205048,-0.05139399,0.18650581,-0.00058365235,0.22761023,0.17729759,-0.12268453,0.22017299,0.19851337,-0.080700696,0.1829219,0.22585604,0.22335795
G.I. Jane (1997),-0.28754115,-0.07250323,-0.08072997,0.07356388,0.12898599,-0.015557613,0.11485436,0.13930556,0.24974102,0.16547096,-0.38424057,-0.20255023,0.34209916,0.16015637,-0.11786972,-0.052881263,-0.08708507,0.2606792,-0.20598684,0.068851985,-0.26256436,-0.30412653,0.46585885,0.4434001,-0.19455896,-0.030639604,-0.17818677,-0.16740476,0.23715882,0.1024052,-0.28818265,-0.18338437,0.14025924,0.15689504,-0.054659024,-0.17570458,-0.18918188,0.1304979,0.075127356,0.05655211
