	book_id	original_title	language_code	adult	adult-fiction	adventure	book-club	contemporary	fantasy	fiction	mystery	romance	young-adult
2224	2224	John Dies at the End	eng	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
2225	2225	The Demon-Haunted World: Science as a Candle in the Dark	eng	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2226	2226	Stolen: A Letter to My Captor	eng	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
2227	2227	Solaris	eng	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0
2228	2228	Prozac Nation	en-US	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
2229	2229	The Black Cauldron	eng	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
2230	2230	This Is Your Brain on Music: The Science of a Human Obsession		1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2231	2231	The First Phone Call from Heaven	eng	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
2232	2232	Possible Side Effects	en-US	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
2233	2233	Still Life with Bread Crumbs	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
2234	2234	The ABC Murders	eng	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0
2235	2235	Holy Bible: New International Version	eng	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
2236	2236	Lover Reborn	eng	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0
2237	2237	The Duke and I	en-US	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
2238	2238	Dragons of Spring Dawning	eng	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
2239	2239	A Raisin in the Sun		1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
2240	2240	Altered Carbon	eng	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0
2241	2241	The Sum of All Fears		1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
2242	2242		eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0
2243	2243	Saga, Volume Two	eng	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0
2244	2244	The Enemy	en-US	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
2245	2245	Flash Boys: A Wall Street Revolt	eng	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0
2246	2246	Le Scaphandre et le Papillon	en-US	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
2247	2247	Killing Kennedy: The End of Camelot	eng	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2248	2248			1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
2249	2249	The Life and Times of The Thunderbolt Kid: A Memoir		1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
2250	2250	Still Missing	en-US	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
2251	2251	'Tis: A Memoir	eng	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
2252	2252	1491: New Revelations of the Americas Before Columbus	eng	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2253	2253	Fairest	eng	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
2254	2254	An Unquiet Mind: A Memoir of Moods and Madness	eng	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
2255	2255			1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2256	2256	Who's Afraid of Virginia Woolf?	eng	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
2257	2257	Ostatnie życzenie	eng	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0
2258	2258	Il pendolo di Foucault	en-US	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0
2259	2259	A Pocket for Corduroy	en-US	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
2260	2260	The 5th Horseman		1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0
2261	2261	Kushiel's Dart	eng	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0
2262	2262	Bonhoeffer: Pastor, Martyr, Prophet, Spy	eng	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2263	2263	Explosive Eighteen	eng	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0
2264	2264	Lies	en-US	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
2265	2265												
2266	2266	The Iron Knight	eng	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
2267	2267	Maisie Dobbs	en-US	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0
2268	2268	Magician	eng	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0
2269	2269	Forever in Blue: The Fourth Summer of the Sisterhood	eng	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0
2270	2270	Feet of Clay		1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
2271	2271	Män som hatar kvinnor, Flickan som lekte med elden, Luftslottet som sprängdes	eng	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
2272	2272	The Butterfly Garden	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
2273	2273	Skinny Legs and All		1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
2274	2274	Destined for an Early Grave	en-US	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0
2275	2275	In Flight	eng	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
2276	2276	Cross	eng	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
2277	2277	All-American Girl	eng	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0
2278	2278	Neither Here Nor There: Travels in Europe	en-US	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
2279	2279	Boy Meets Boy	eng	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0
2280	2280	We Are Water	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
2281	2281	Max 	en-US	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
2282	2282	Halo	en-US	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0
2283	2283	The Inheritance of Loss	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
2284	2284	A Darkness at Sethanon 	en-GB	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
2285	2285	Die Leiden des jungen Werthers	eng	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
2286	2286	At Grave's End	en-US	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
2287	2287	Don't Let's Go to the Dogs Tonight: An African Childhood	eng	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
2288	2288	Beauty: A Retelling of the Story of Beauty and the Beast	eng	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0
2289	2289	Eating Animals	eng	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
2290	2290	Flyte	en-US	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
2291	2291	ساق البامبو [Saq al-Bambu]	ara	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
2292	2292	The Girl of Fire and Thorns	en-US	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
2293	2293	Enclave	eng	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
2294	2294	Longitude	eng	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
2295	2295	Unnatural Exposure	en-GB	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
2296	2296	Faust. Eine Tragödie	eng	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0
2297	2297	Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong	eng	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2298	2298	Fool's Fate		0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
2299	2299	Welcome to Lovecraft	en-US	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
2300	2300	The Ask and the Answer	eng	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
2301	2301	Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind	eng	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
2302	2302	Bloody Bones	eng	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0
2303	2303	This Side of Paradise	eng	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0
2304	2304	Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West 	eng	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
2305	2305	Every Which Way But Dead	en-US	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0
2306	2306	Eligible	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
2307	2307	Seven Days in the Art World		0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
2308	2308	The Children of Húrin	eng	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
2309	2309	The Total Money Makeover: A Proven Plan for Financial Fitness		1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2310	2310	Mr. Popper's Penguins	eng	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
2311	2311	Shadow Puppets		1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
2312	2312	The Magician's Land	eng	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0
2313	2313	Light in August	en-US	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
2314	2314	The Trumpet of the Swan	eng	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
2315	2315	Tenth of December	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
2316	2316	Night Pleasures	en-US	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0
2317	2317												
2318	2318	Don't Judge a Girl by Her Cover	en-US	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
2319	2319	Chronicles: Volume One	eng	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
2320	2320	The Lost Continent: Travels in Small-Town America	en-US	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
2321	2321	Dreams of Joy (Shanghai Girls #2)	en-CA	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
2322	2322	Tell Me Your Dreams	eng	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
2323	2323	By the Shores of Silver Lake		0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
2324	2324	The Player of Games	eng	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
2325	2325		eng	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
2326	2326	The Five Dysfunctions of a Team	eng	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
2327	2327	Junky	eng	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
2328	2328	Getting to Yes: Negotiating agreement without giving in	en-US	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2329	2329	Mile high (Up In The Air #2)	en-GB	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
2330	2330	November 9	en-US	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
2331	2331	Everything We Keep	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0
2332	2332	The Mighty Storm	eng	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
2333	2333	The Song of Achilles	eng	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0
2334	2334	The Girl with the Lower Back Tattoo	eng	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
2335	2335	भगवद्गीता [Bhagavadgītā]	eng	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
2336	2336	The New York Trilogy	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
2337	2337	Esperanza Rising	eng	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
2338	2338	Raise High the Roof Beam, Carpenters / Seymour: An Introduction	eng	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
2339	2339	Sex and the City		1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
2340	2340	The Killing Dance (Anita Blake, Vampire Hunter, #6)	en-US	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0
2341	2341	Jenseits von Gut und Böse: Vorspiel einer Philosophie der Zukunft	eng	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
2342	2342	The Watsons Go to Birmingham - 1963	eng	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
2343	2343	Factotum		1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
2344	2344	The Immortal Rules	eng	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
2345	2345	Columbine	eng	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
2346	2346	Lasher	eng	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0
2347	2347		en-US	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0
2348	2348	No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden	en-US	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
2349	2349	The Chaperone	en-US	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
2350	2350	All That Remains	en-US	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
2351	2351	The Regulators	eng	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
2352	2352	The Sandman: Season of Mists	eng	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
2353	2353	Judge & Jury	eng	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
2354	2354	Silas Marner: The Weaver of Raveloe		1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
2355	2355	Origin	eng	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0
2356	2356	The Botany of Desire: A Plant's-Eye View of the World	en-CA	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
2357	2357	Beautiful Redemption	eng	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
2358	2358	The Distant Hours	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0
2359	2359	I Let You Go	en-GB	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
2360	2360	Kidnapped		1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
2361	2361	Friday Night Lights: A Town, a Team, and a Dream		1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
2362	2362	Beautiful Boy: A Father's Journey Through His Son's Meth Addiction	en-US	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
2363	2363	The Vincent Brothers (The Vincent Boys, #1)	eng	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0
2364	2364	The Cask of Amontillado	eng	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
2365	2365	Metamorphoses	eng	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
2366	2366	In the Time of the Butterflies	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
2367	2367	Gap Creek : The Story Of A Marriage (Oprah's Book Club)	en-US	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
2368	2368	Half-Blood	eng	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
2369	2369	The Legend of Sleepy Hollow	eng	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
2370	2370	Bitter is the New Black : Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
2371	2371	The Witness		1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0
2372	2372	Blindsighted	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0
2373	2373	Angle of Repose	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
2374	2374	Tinker, Tailor, Soldier, Spy		1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
2375	2375	Lord Brocktree	en-US	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
2376	2376	Through the Ever Night	en-CA	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
2377	2377	Barefoot	en-US	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
2378	2378	My Friend Leonard		1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
2379	2379	Cat on a Hot Tin Roof	eng	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
2380	2380	The Final Warning	en-US	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
2381	2381	The Golden Fool	eng	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
2382	2382	Split Second	en-US	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
2383	2383	The Fifth Witness	eng	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
2384	2384	The Dragonbone Chair	en-US	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
2385	2385		fre	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
2386	2386	At Home in Mitford (Mitford Years #1)	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0
2387	2387	Delivering Happiness: A Path to Profits, Passion, and Purpose		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2388	2388	Scorpia	eng	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
2389	2389	The Queen of the Tearling	eng	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0
2390	2390	One False Note (The 39 Clues, Book 2)	eng	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
2391	2391	Tithe: A Modern Faerie Tale	eng	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0
2392	2392	Echo Burning	en-US	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
2393	2393	The Fury and Dark Reunion	en-US	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
2394	2394	Never Never	en-US	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
2395	2395	Into the Darkest Corner	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0
2396	2396	The Further Adventures of Sherlock Holmes (Classic Crime)		1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
2397	2397	Roses Are Red	en-US	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
2398	2398	Naked Empire (Sword of Truth, #8)	en-GB	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0
2399	2399	Map of Bones	eng	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0
2400	2400	The Stranger	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
2401	2401	Unbelievable	en-US	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
2402	2402	A Passage to India	eng	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
2403	2403	Seraphina	eng	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
2404	2404	Morrigan's Cross	eng	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0
2405	2405	The Mammoth Hunters	en-US	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0
2406	2406	Princeps' Fury	en-US	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
2407	2407	Love Story		1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0
2408	2408	Chrysanthemum	en-US	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
2409	2409	Sweet Evil	eng	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0
2410	2410	The Winds of War	en-US	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0
2411	2411	The Wind Through the Keyhole	eng	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
2412	2412	The Last Kingdom	en-US	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
2413	2413												
2414	2414	Bunnicula: A Rabbit-Tale of Mystery	eng	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
2415	2415	Exile 	eng	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
2416	2416	Ascend	en-US	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
2417	2417	Kvinden i buret	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
2418	2418	Del amor y otros demonios	eng	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
2419	2419		eng	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0
2420	2420	Musicophilia: Tales of Music and the Brain	eng	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2421	2421	End of Watch	eng	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
2422	2422	Fool	en-US	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
2423	2423	The Book of Lost Things	eng	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
2424	2424	My Life	eng	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
2425	2425	300	en-US	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
2426	2426	Storm Warning	eng	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
2427	2427	Only the Good Spy Young	en-US	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
2428	2428	The Persuader	eng	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
2429	2429		eng	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
2430	2430	Flaggermusmannen	nor	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
2431	2431	Blood Brothers (Sign of Seven, #1)	eng	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0
2432	2432	Picture Perfect	en-GB	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0
2433	2433	るろうに剣心 1	eng	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
2434	2434	Catching Jordan	eng	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0
2435	2435	Touching the Void: The True Story of One Man's Miraculous Survival	eng	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
2436	2436	This Girl	eng	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0
2437	2437	There Was an Old Lady Who Swallowed a Fly		0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
2438	2438	Way of the Peaceful Warrior: A Book That Changes Lives	en-US	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
2439	2439	The Satanic Verses	eng	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
2440	2440	Nothing to Envy: Ordinary Lives in North Korea	eng	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
2441	2441												
2442	2442	Collide	eng	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
2443	2443	How We Decide	en-US	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2444	2444	The Beekeeper's Apprentice	en-US	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
2445	2445	Histoire de Babar, le petit éléphant	en-US	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
2446	2446	The Warlock	eng	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
2447	2447	First Lord's Fury	eng	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
2448	2448	The Imperfectionists	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
2449	2449	The Sea of Tranquility	eng	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
2450	2450	Persepolis 2 	eng	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
2451	2451	Pyramids	en-US	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
2452	2452	Silverthorn	en-GB	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
2453	2453	Before I Die	eng	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
2454	2454	Committed: A Skeptic Makes Peace with Marriage	eng	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
2455	2455	Keeping the Moon	en-US	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0
