book_id,original_title,language_code,adult,adult-fiction,adventure,book-club,contemporary,fantasy,fiction,mystery,romance,young-adult
2388,Scorpia,eng,0,0,1,0,1,1,1,1,0,1
2389,The Queen of the Tearling,eng,1,1,1,1,0,1,1,0,1,1
2390,"One False Note (The 39 Clues, Book 2)",eng,0,0,1,0,1,1,1,1,0,1
2391,Tithe: A Modern Faerie Tale,eng,0,0,1,0,1,1,1,0,1,1
2392,Echo Burning,en-US,1,1,1,0,0,0,1,1,0,0
2393,The Fury and Dark Reunion,en-US,0,0,0,0,1,1,1,1,1,1
2394,Never Never,en-US,0,0,0,0,1,1,1,1,1,1
2395,Into the Darkest Corner,eng,1,1,0,1,1,0,1,1,1,0
2396,The Further Adventures of Sherlock Holmes (Classic Crime),,1,1,1,0,0,1,1,1,0,0
2397,Roses Are Red,en-US,1,1,0,0,0,0,1,1,0,0
2398,"Naked Empire (Sword of Truth, #8)",en-GB,1,1,1,0,0,1,1,0,1,0
2399,Map of Bones,eng,1,1,1,0,1,1,1,1,0,0
2400,The Stranger,eng,1,1,0,1,1,0,1,1,0,0
2401,Unbelievable,en-US,0,0,0,0,1,0,1,1,1,1
2402,A Passage to India,eng,1,1,0,1,0,0,1,0,0,0
2403,Seraphina,eng,0,0,1,1,0,1,1,1,1,1
2404,Morrigan's Cross,eng,1,1,1,0,1,1,1,1,1,0
2405,The Mammoth Hunters,en-US,1,1,1,0,1,1,1,0,1,0
2406,Princeps' Fury,en-US,1,1,1,0,0,1,1,0,1,1
2407,Love Story,,1,1,0,0,1,0,1,0,1,1
2408,Chrysanthemum,en-US,0,0,0,0,0,1,1,0,0,0
2409,Sweet Evil,eng,0,0,0,0,1,1,1,0,1,1
2410,The Winds of War,en-US,1,0,0,1,0,0,1,0,1,0
2411,The Wind Through the Keyhole,eng,1,1,1,0,0,1,1,1,0,0
2412,The Last Kingdom,en-US,1,1,1,1,0,1,1,0,0,0
2414,Bunnicula: A Rabbit-Tale of Mystery,eng,0,0,0,0,0,1,1,1,0,1
2415,Exile ,eng,1,0,1,0,0,1,1,0,0,1
2416,Ascend,en-US,0,0,1,0,0,1,1,0,1,1
2417,Kvinden i buret,eng,1,1,0,1,1,0,1,1,0,0
2418,Del amor y otros demonios,eng,1,1,0,1,1,1,1,0,0,0
2419,,eng,0,0,1,0,1,1,1,0,1,1
2420,Musicophilia: Tales of Music and the Brain,eng,1,0,0,1,0,0,0,0,0,0
2421,End of Watch,eng,1,1,0,1,1,1,1,1,0,0
2422,Fool,en-US,1,1,0,1,1,1,1,0,0,0
2423,The Book of Lost Things,eng,1,1,1,1,1,1,1,1,0,1
2424,My Life,eng,0,0,0,0,0,0,1,0,0,0
2425,300,en-US,1,0,1,0,1,1,1,0,0,0
2426,Storm Warning,eng,0,0,1,0,1,1,1,1,0,1
2427,Only the Good Spy Young,en-US,0,0,1,0,1,1,1,1,1,1
2428,The Persuader,eng,1,1,1,0,0,0,1,1,0,0
2429,,eng,1,1,0,0,1,1,1,1,1,1
2430,Flaggermusmannen,nor,1,1,0,1,1,0,1,1,0,0
2431,"Blood Brothers (Sign of Seven, #1)",eng,1,1,1,0,1,1,1,1,1,0
2432,Picture Perfect,en-GB,1,1,0,1,1,0,1,1,1,0
2433,るろうに剣心 1,eng,0,0,1,0,0,1,1,0,1,1
2434,Catching Jordan,eng,0,0,0,0,1,0,1,0,1,1
2435,Touching the Void: The True Story of One Man's Miraculous Survival,eng,1,0,1,1,1,0,1,0,0,0
2436,This Girl,eng,1,0,0,0,1,0,1,0,1,1
2437,There Was an Old Lady Who Swallowed a Fly,,0,0,0,0,0,1,1,0,0,0
2438,Way of the Peaceful Warrior: A Book That Changes Lives,en-US,1,0,0,1,1,1,1,0,0,0
2439,The Satanic Verses,eng,1,1,0,1,1,1,1,0,0,0
2440,Nothing to Envy: Ordinary Lives in North Korea,eng,1,0,0,1,1,0,0,0,0,0
2442,Collide,eng,1,1,0,0,1,0,1,0,1,0
2443,How We Decide,en-US,1,0,0,1,0,0,0,0,0,0
2444,The Beekeeper's Apprentice,en-US,1,1,1,1,0,1,1,1,1,1
2445,"Histoire de Babar, le petit éléphant",en-US,0,0,1,0,0,1,1,0,0,1
2446,The Warlock,eng,0,0,1,0,0,1,1,1,0,1
2447,First Lord's Fury,eng,1,1,1,0,0,1,1,0,1,1
2448,The Imperfectionists,eng,1,1,0,1,1,0,1,0,0,0
2449,The Sea of Tranquility,eng,1,0,0,1,1,0,1,1,1,1
2450,Persepolis 2 ,eng,1,0,0,1,1,0,1,0,0,1
2451,Pyramids,en-US,1,0,1,0,0,1,1,0,0,1
2452,Silverthorn,en-GB,1,0,1,0,0,1,1,1,1,1
2453,Before I Die,eng,0,0,0,0,0,0,1,0,1,1
2454,Committed: A Skeptic Makes Peace with Marriage,eng,1,0,0,1,1,0,1,0,1,0
2455,Keeping the Moon,en-US,0,0,0,0,1,0,1,0,1,1
2456,Four: The Transfer,eng,0,0,1,0,0,1,1,0,1,1
2457,"Chainfire (Sword of Truth, #9)",en-US,1,1,1,0,0,1,1,1,1,0
2458,Mastering the Art of French Cooking,en-US,0,0,0,1,0,0,0,0,0,0
2459,青の祓魔師 1,eng,0,0,1,0,0,1,1,0,0,1
2460,"Confessor (Sword of Truth, #11)",en-US,1,0,1,0,0,1,1,0,1,0
2461,The Reluctant Fundamentalist,eng,1,1,0,1,1,0,1,0,1,0
2462,The False Prince,eng,0,0,1,1,0,1,1,1,1,1
2463,"Rabbit, Run",eng,1,1,0,1,1,0,1,0,0,0
2464,Stumbling on Happiness,eng,0,0,0,1,0,0,0,0,0,0
2465,The Waste Land and Other Poems,en-US,1,0,0,0,0,0,1,0,0,0
2466,Little Bear,eng,0,0,0,0,0,1,1,0,0,0
2467,The Pit and the Pendulum,eng,1,1,0,0,0,1,1,1,0,1
2468,Lords and Ladies,eng,1,0,1,0,0,1,1,0,0,1
2469,Thud!,eng,1,1,1,0,0,1,1,1,0,0
2470,His Majesty's Dragon,eng,1,1,1,1,0,1,1,0,0,1
2471,The Field Guide,eng,0,0,1,0,1,1,1,1,0,1
2472,,eng,1,0,0,1,0,0,0,0,0,0
2474,My Side of the Mountain ,eng,0,0,1,0,1,0,1,0,0,1
2475,The Winter Sea,eng,1,1,0,1,1,1,1,1,1,0
2476,The Sword Thief,eng,0,0,1,0,1,1,1,1,0,1
2477,Coma,eng,1,1,1,0,1,0,1,1,0,0
2478,Requiem for a Dream,eng,1,1,0,0,1,0,1,1,0,0
2479,Into the Wild,eng,0,0,1,1,0,1,1,1,0,1
2480,Bury My Heart at Wounded Knee: An Indian History of the American West,,1,0,0,1,0,0,1,0,0,0
2481,Śmierć Miasta ,,1,0,0,1,0,0,1,0,0,0
2482,Rush,eng,1,0,0,0,1,0,1,0,1,0
2483,The Picture of Dorian Gray: A Graphic Novel ,eng,1,0,0,0,0,1,1,1,0,1
2484,Swan Song,eng,1,1,1,0,1,1,1,0,0,0
2485,The Buried Giant,eng,1,1,1,1,1,1,1,0,0,0
2486,Perdido Street Station,eng,1,0,1,1,1,1,1,1,0,0
2487,Need,eng,0,0,1,0,1,1,1,1,1,1
2488,Witches Abroad,eng,1,1,1,0,0,1,1,0,0,1
2489,"The Sketch Book of Geoffrey Crayon, Gent",eng,1,1,1,0,0,0,1,1,0,1
2490,Heretics of Dune,eng,1,1,1,0,0,1,1,0,0,0
2491,The Cross and the Switchblade,,1,0,0,1,0,0,0,0,0,0
2492,Captain's Fury,eng,1,1,1,0,0,1,1,0,1,1
2493,Damned,eng,1,1,0,1,1,1,1,0,0,1
2494,Rules,,0,0,0,1,1,0,1,0,0,1
2495,Swamplandia!,eng,1,1,1,1,1,1,1,0,0,1
2496,The Last Coyote,eng,1,1,0,0,0,0,1,1,0,0
2497,Salt: A World History,eng,1,0,0,1,0,0,0,0,0,0
2498,Villette,eng,1,1,0,1,0,0,1,0,1,0
2499,Reamde,eng,1,1,1,0,1,1,1,1,0,0
2500,Soul Music,eng,1,0,1,0,0,1,1,0,0,0
2501,Notorious Nineteen,eng,1,1,1,0,1,0,1,1,1,0
2503,Sin City Volume 1: The Hard Goodbye,eng,1,0,0,0,1,1,1,1,0,0
2504,The Greatest Salesman in the World,eng,1,0,0,1,0,0,1,0,0,0
2505,Casino Royale,eng,1,1,1,1,0,0,1,1,0,0
2506,The Bronze Horseman,eng,1,1,0,1,1,0,1,0,1,1
2507,Sula,en-US,1,1,0,1,1,0,1,0,0,0
2508,The Atlantis Gene,eng,1,0,1,1,1,1,1,1,0,1
2509,The Red Queen,eng,1,1,0,1,0,0,1,0,1,0
2510,Something About You,eng,1,1,0,0,1,0,1,1,1,0
2511,Mr. Brown Can Moo! Can You?,en-US,0,0,0,0,0,1,1,0,0,0
2512,Black House ,eng,1,1,1,0,1,1,1,1,0,0
2513,Marvel 1602,eng,1,0,1,0,0,1,1,0,0,1
2514,Act of Treason,en-US,1,1,1,0,0,0,1,1,0,0
2515,The Dog Stars,,1,1,1,1,1,1,1,0,0,0
2516,The Spy Who Came In from the Cold,eng,1,1,1,1,1,0,1,1,0,0
2517,Academ's Fury,eng,1,1,1,0,0,1,1,0,1,1
2518,When the Wind Blows,eng,1,1,1,1,0,1,1,1,1,1
2519,1Q84 Book 1 [Ichi-kyū-hachi-yon],jpn,1,1,0,1,1,1,1,1,1,0
2520,O Diário de um Mago,eng,1,0,1,0,1,1,1,0,1,0
2521,The Hard Way,en-US,1,1,1,0,0,0,1,1,0,0
2522,The Incredible Journey,eng,0,0,1,0,0,1,1,0,0,1
2523,March,en-US,1,1,0,1,1,0,1,0,1,0
2524,A Wanted Man,eng,1,1,1,0,1,0,1,1,0,0
2525,All-Star Superman (Volume 1),eng,0,0,1,0,0,1,1,0,0,0
2526,A Song of Ice and Fire,eng,1,1,0,1,0,1,1,1,0,0
2527,Dark Witch,eng,1,1,0,1,1,1,1,1,1,0
2528,Dark Flame,eng,0,0,0,0,1,1,1,0,1,1
2529,The Widow,eng,1,1,0,1,1,0,1,1,0,0
2530,The Black Circle,en-US,0,0,1,0,1,1,1,1,0,1
2531,The Prince,,0,0,0,0,1,1,1,0,1,1
2532,The Winner's Curse,eng,0,0,1,1,0,1,1,0,1,1
2533,Push,eng,1,1,0,1,1,0,1,0,0,1
2534,Storia del nuovo cognome,eng,1,1,0,1,1,0,1,0,1,0
2535,2010: Odyssey Two,eng,0,0,1,0,0,1,1,1,0,0
2536,ソウルイーター 1,en-US,0,0,1,0,0,1,1,0,1,1
2537,Ordinary Grace,eng,1,1,0,1,1,0,1,1,0,1
2538,Last Man Standing,eng,1,1,1,1,1,0,1,1,0,0
2539,American Born Chinese,eng,1,0,0,1,1,1,1,0,0,1
2540,Peter Pan (Little Golden Book),eng,0,0,1,0,0,1,1,0,0,0
2541,Ten Tiny Breaths,eng,1,0,0,0,1,0,1,0,1,1
2542,The Thousand Autumns of Jacob de Zoet,eng,1,1,1,1,1,1,1,0,1,0
2543,The Tragical History of the Life and Death of Doctor Faustus,eng,1,0,0,0,0,1,1,0,0,0
2544,Dance with the Devil,eng,1,1,0,0,1,1,1,0,1,0
2545,Lipstick Jungle,eng,1,1,0,1,1,0,1,0,1,0
2546,Violets Are Blue,eng,1,1,0,0,0,0,1,1,0,0
2548,"Blue Moon (Anita Blake, Vampire Hunter, #8)",en-US,1,1,0,0,1,1,1,1,1,0
2549,"Burnt Offerings (Anita Blake, Vampire Hunter, #7)",en-US,1,0,0,0,0,1,1,1,1,0
2550,The Silent Sister,eng,1,1,0,1,1,0,1,1,0,0
2551,Player Piano,eng,1,1,0,1,1,1,1,0,0,0
2552,The Lost World ,,1,0,1,1,0,1,1,1,0,0
2553,Monstrous Regiment,eng,1,1,1,0,0,1,1,0,0,1
2554,Kindred,eng,1,1,0,1,1,1,1,0,0,1
2555,"The Long Winter (Little House, #6)",,0,0,1,0,0,0,1,0,0,1
2556,Boundaries,en-US,1,0,0,1,0,0,0,0,0,0
2557,"Blue Lily, Lily Blue",eng,0,0,1,0,1,1,1,1,1,1
2558,Portnoy's Complaint,,0,1,0,1,1,0,1,0,0,0
2560,Cat's Eye,eng,1,1,0,1,1,1,1,0,0,0
2561,The Perfect Game,eng,1,0,0,0,1,0,1,0,1,1
2562,Monsters of Men,eng,0,0,1,0,0,1,1,0,1,1
2563,Shadow of the Giant,eng,1,1,1,0,0,1,1,0,0,1
2564,Wonderstruck,eng,0,0,1,1,1,1,1,1,0,1
2565,Simple Abundance:  A Daybook of Comfort and Joy,en-US,1,0,0,1,0,0,0,0,0,0
2566,Blood Red Road ,eng,0,0,1,1,0,1,1,0,1,1
2567,The 6th Target,en-US,1,1,0,0,1,0,1,1,1,0
2568,A Princess of Mars,en-GB,1,1,1,1,0,1,1,0,1,1
2569,MaddAddam,eng,1,1,0,1,1,1,1,0,0,0
2570,These Happy Golden Years,eng,0,0,1,0,0,0,1,0,1,1
2571,Color: A Natural History of the Palette,en-US,1,0,1,1,0,0,1,0,0,0
2572,Skipping Christmas,eng,1,1,0,1,1,0,1,1,0,0
2573,,eng,1,1,0,0,1,0,1,1,0,0
2574,Home Front,eng,1,1,0,1,1,0,1,0,1,0
2575,Beautiful Stranger,eng,1,1,0,0,1,0,1,0,1,0
2576,The Sweet Far Thing,eng,0,0,1,0,0,1,1,1,1,1
2577,A Lesson Before Dying,en-US,1,1,0,1,1,0,1,0,0,1
2578,SantaLand Diaries,en-US,1,1,0,1,1,0,1,0,0,0
2579,See Me,eng,1,1,0,1,1,0,1,1,1,0
2580,Mini Shopaholic,eng,1,1,0,0,1,0,1,0,1,1
2581,,en-US,0,0,1,0,0,1,1,0,0,0
2582,,eng,1,1,0,1,1,0,1,0,1,0
2583,Down and Out in Paris and London,en-US,0,1,0,1,0,0,1,0,0,0
2584,会長はメイド様! 1,eng,0,0,0,0,0,0,1,0,1,1
2585,Griffin & Sabine: An Extraordinary Correspondence,eng,1,1,1,1,1,1,1,1,1,1
2586,Ruin and Rising,eng,0,0,1,0,0,1,1,0,1,1
2587,يوتوبيا,ara,0,0,0,0,0,1,1,0,0,0
2588,Certain Girls,eng,1,1,0,1,1,0,1,0,1,0
2589,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,,1,0,0,1,1,0,1,0,0,0
2590,Beyond the Highland Mist,eng,1,1,0,0,0,1,1,0,1,0
2591,The Stranger Beside Me,en-GB,1,0,0,1,0,0,1,1,0,0
2592,Stargazer,eng,0,0,0,0,1,1,1,1,1,1
2593,Rising Sun,eng,1,1,1,0,1,1,1,1,0,0
2594,The Other Side of Midnight,eng,1,1,1,1,1,0,1,1,1,0
2595,The Reversal,eng,1,1,0,0,1,0,1,1,0,0
2596,Wayside School is Falling Down,eng,0,0,0,0,0,1,1,0,0,1
2597,The Invisible Bridge,eng,1,1,0,1,0,0,1,0,1,0
2598,The Fall of Five,eng,0,0,1,0,1,1,1,0,1,1
2599,The Mayor of Casterbridge,eng,1,1,0,1,0,0,1,0,1,0
2600,The Red Pony,,1,1,0,1,0,0,1,0,0,1
2601,Marekors ,eng,1,1,0,0,1,0,1,1,0,0
2602,Here on Earth ,eng,1,1,0,1,1,1,1,1,1,0
2603,Taltos,,1,1,0,0,1,1,1,1,1,0
2604,"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)",eng,1,1,0,0,1,1,1,1,1,0
2605,The Daylight War,eng,1,0,1,0,0,1,1,0,1,0
2606,The Appeal,en-US,1,1,0,0,1,0,1,1,0,0
2607,The Woman Who Rides Like a Man,en-US,0,0,1,0,0,1,1,0,1,1
2608,Rivers of London,eng,1,1,1,1,1,1,1,1,0,0
2609,Lucy Sullivan is Getting Married,en-US,1,1,0,1,1,0,1,0,1,0
2610,A Hat Full of Sky,eng,1,0,1,0,0,1,1,0,0,1
2611,A Suitable Boy,en-US,1,1,0,1,1,0,1,0,1,0
2612,We Should All Be Feminists,eng,1,0,0,1,1,0,0,0,0,0
2613,River Marked,en-GB,1,1,1,0,1,1,1,1,1,0
2614,I Like You: Hospitality Under the Influence,eng,1,0,0,0,1,0,1,0,0,0
2615,Pattern Recognition,eng,0,1,0,1,1,1,1,1,0,0
2616,The Kind Worth Killing,eng,1,1,0,1,1,0,1,1,0,0
2617,"1,000 Places to See Before You Die",,1,0,1,0,0,0,0,0,0,0
2618,Physik,en-US,0,0,1,0,0,1,1,1,0,1
2619,Boy: Tales of Childhood,eng,0,0,1,1,0,0,1,0,0,1
2620,Traveling Mercies: Some Thoughts on Faith,en-CA,1,0,0,1,0,0,1,0,0,0
2621,Memorial Day,eng,1,1,1,0,0,0,1,1,0,0
2622,"Wild Magic (Immortals, #1)",en-US,0,0,1,0,0,1,1,0,1,1
2623,Prelude to Foundation,eng,1,0,1,0,0,1,1,0,0,0
2624,You Are Special: A Story for Everyone,eng,0,0,0,0,0,1,1,0,0,1
2625,The Wrath & the Dawn,eng,0,0,1,1,0,1,1,1,1,1
2626,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,eng,1,0,0,1,1,0,0,0,0,0
2627,Why We Broke Up,eng,1,0,0,1,1,0,1,0,1,1
2628,The Assassin's Blade,eng,0,0,1,0,0,1,1,0,1,1
2629,American Wife,eng,1,1,0,1,1,0,1,0,1,0
2630,Cursor's Fury,eng,1,1,1,0,0,1,1,0,1,1
2631,The Sparrow,eng,1,1,1,1,1,1,1,1,0,0
2632,Mercy,en-GB,1,1,0,1,1,0,1,1,1,0
2633,The Paper Magician,eng,1,1,1,1,0,1,1,1,1,1
2634,"Act Like a Lady, Think Like a Man",,1,0,0,1,0,0,0,0,1,0
2635,,en-US,1,0,0,1,0,0,0,0,0,0
2636,We Have Always Lived in the Castle,eng,1,1,0,1,1,1,1,1,0,1
2637,,,1,0,0,1,0,0,0,0,1,0
2638,The Brass Verdict,eng,1,1,0,0,0,0,1,1,0,0
2639,Star Wars: Dark Force Rising,en-US,1,0,1,0,0,1,1,0,0,1
2640,Never Go Back ,eng,1,0,1,1,1,0,1,1,0,0
2641,The Two Princesses of Bamarre,eng,0,0,1,0,0,1,1,0,1,1
2642,Black Boy: A Record of Youth and Childhood,en-US,1,1,0,1,0,0,1,0,0,1
2643,Cane River,en-US,1,1,0,1,0,0,1,0,0,0
2644,"Phantom (Sword of Truth, #10)",,1,1,1,0,1,1,1,0,1,0
2645,Foundation and Earth,eng,1,0,1,0,0,1,1,0,0,0
2646,Flags of Our Fathers,,1,0,0,1,0,0,1,0,0,0
2647,Winnie-the-Pooh & The House at Pooh Corner,eng,0,0,1,0,0,1,1,0,0,1
2649,It's Not About the Bike: My Journey Back to Life,en-US,1,0,1,1,0,0,1,0,0,0
2650,Undaunted Courage,eng,1,0,1,1,0,0,1,0,0,0
2651,H is for Hawk,eng,1,0,0,1,1,0,1,0,0,0
2652,Us,eng,1,1,0,1,1,0,1,0,1,0
2653,Sojourn (Dark Elf #3),eng,1,0,1,0,0,1,1,0,0,1
2654,,en-US,1,0,1,0,0,1,1,0,0,1
2655,君に届け 1,eng,0,0,0,0,1,0,1,0,1,1
2656,False Memory,en-US,1,1,0,0,1,1,1,1,0,0
2657,Moving Pictures,eng,1,0,1,0,0,1,1,0,0,0
2658,Captive in the Dark,eng,1,1,0,0,1,0,1,0,1,0
2659,,eng,0,0,0,1,0,0,1,0,0,0
2660,Bonk: The Curious Coupling of Science and Sex,en-US,1,0,0,1,0,0,0,0,0,0
2661,Midnight Alley,eng,0,0,0,0,1,1,1,1,1,1
2662,Das Lavendelzimmer ,eng,1,1,1,1,1,0,1,0,1,0
2663,Sweet Tooth,eng,1,1,0,1,1,0,1,1,1,0
2664,"Twisted Perfection (Perfection, #1)",eng,1,0,0,0,1,0,1,0,1,1
2665,Executive Orders,eng,0,1,1,0,1,0,1,1,0,0
2666,One Thousand Gifts,eng,1,0,0,1,0,0,1,0,0,0
2667,Psycho,eng,1,1,0,1,0,0,1,1,0,0
2668,Ship of Magic,eng,1,0,1,0,0,1,1,0,1,0
2669,Where Eagles Dare ,,1,1,1,0,0,0,1,1,0,0
2670,Circle of Friends,eng,1,1,0,1,1,0,1,0,1,0
2671,milk and honey,eng,1,0,0,1,1,0,1,0,1,0
2672,Rainbow Six,en-US,0,1,1,0,1,0,1,1,0,0
2673,Fragile Things: Short Fictions and Wonders,eng,1,1,0,0,1,1,1,1,0,0
2674,Sister,eng,1,1,0,1,1,0,1,1,0,0
2675,三体,eng,1,1,0,1,1,1,1,0,0,0
2676,Thief of Time,eng,1,1,1,0,0,1,1,0,0,1
2677,Superman: Red Son,eng,0,0,1,1,0,1,1,0,0,1
2678,Three Junes,eng,1,1,0,1,1,0,1,0,1,0
2679,,eng,1,0,0,1,0,0,1,0,0,0
2680,The Reason for God: Belief in an Age of Skepticism,eng,1,0,0,1,0,0,0,0,0,0
2681,King of Thorns,en-US,1,0,1,0,0,1,1,0,0,1
2682,The Sins of the Father,eng,1,1,0,1,1,0,1,1,1,0
2683,Shadowland,eng,0,0,1,0,1,1,1,1,1,1
2684,Killer ,eng,0,0,0,0,1,0,1,1,1,1
2686,Fang,eng,1,0,1,0,0,1,1,1,1,1
2687,The Peach Keeper ,en-US,1,1,0,1,1,1,1,1,1,0
2688,The Napping House,,0,0,0,0,0,1,1,0,0,0
2689,,eng,1,1,1,1,1,0,1,1,0,0
2690,You Suck ,eng,1,1,0,1,1,1,1,0,1,1
2691,Beautiful Oblivion,eng,1,0,0,0,1,0,1,0,1,1
2692,A Fire Upon The Deep,eng,0,0,1,1,0,1,1,0,0,0
2693,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from The Power of Now",,1,0,0,0,0,0,0,0,0,0
2694,The Face on the Milk Carton,en-US,1,0,0,1,1,0,1,1,1,1
2695,Put Me in the Zoo,eng,0,0,0,0,0,1,0,0,0,1
2696,"Firelight (Firelight, #1)",en-US,0,0,1,0,1,1,1,0,1,1
2697,Le città invisibili,eng,0,0,0,1,1,1,1,0,0,0
2698,Flat-Out Love ,eng,1,0,0,1,1,0,1,0,1,1
2699,The Narrow Road to the Deep North,eng,1,1,0,1,1,0,1,0,1,0
2700,The Claiming of Sleeping Beauty,en-US,1,1,0,1,0,1,1,0,1,0
2701, Call the midwife : a true story of the East End in the 1950s,en-US,1,0,0,1,0,0,1,0,0,0
2702,Hell's Angels,fre,0,0,1,1,1,0,1,0,0,0
2703,Then Came You,en-US,1,1,0,1,1,0,1,0,1,0
2704,The Awakening,eng,0,0,0,0,1,1,1,1,1,1
2705,It Had to Be You,eng,1,1,0,0,1,0,1,0,1,0
2706,Boomerang: Travels in the New Third World,eng,1,0,0,1,1,0,1,0,0,0
2707,Fly Away Home,eng,1,1,0,1,1,0,1,0,1,0
2708,Le Rouge et le Noir,eng,0,1,0,0,0,0,0,0,0,0
2709,The Virgin's Lover,en-US,1,0,0,1,1,0,1,0,0,0
2710,Incarceron,eng,1,0,1,1,0,1,1,1,1,1
2711,Awake at Dawn,en-US,0,0,1,0,0,1,1,1,1,1
2712,The Road to the Dark Tower: Exploring Stephen King's Magnum Opus,,0,0,1,0,0,1,1,0,0,0
2713,Starcrossed,en-US,0,0,1,0,1,1,0,1,1,1
2714,Night Star,eng,0,0,0,0,1,1,0,0,1,0
2715,Dead Poets Society ,eng,1,0,0,1,1,0,1,0,0,1
2716,,en-GB,1,1,1,1,1,0,1,1,1,0
2717,The Fifth Elephant,eng,1,0,1,0,0,1,1,1,0,1
2718,The Sorcerer in the North,eng,0,0,1,0,0,1,1,1,1,1
2720,"Hexed (Iron Druid Chronicles, #2)",eng,1,1,1,0,1,1,1,1,0,1
2721,Scary Stories to Tell in the Dark,eng,0,0,0,0,0,1,1,1,0,1
2722,Fool Me Once,eng,1,1,0,1,1,0,1,1,0,0
2723,Hiroshima,eng,1,0,0,1,0,0,1,0,0,1
2724,Hate List,eng,1,0,0,1,1,0,1,0,1,1
2725,,eng,0,0,0,0,1,0,1,0,1,1
2726,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",eng,0,0,0,0,0,0,1,0,0,0
2727,Abaddon's Gate,eng,1,0,1,0,0,1,1,1,0,0
2728,Veinte poemas de amor y una canción desesperada,eng,1,0,0,0,0,0,1,0,1,0
2729,The Cardinal of the Kremlin,en-US,0,1,1,0,1,0,1,1,0,0
2730,"No, David!",en-US,0,0,0,0,0,0,1,0,0,0
2731,"Libellus vere aureus, nec minus salutaris quam festivus, de optimo rei publicae statu deque nova insula Utopia",eng,1,0,0,1,0,1,1,0,0,0
2732,The Name of This Book Is Secret,en-US,0,0,1,1,1,1,1,1,0,1
2733,Dorothy Must Die,eng,0,0,1,1,0,1,1,1,1,1
2734,The Husband,eng,1,1,0,1,1,0,1,1,1,0
2735,The Particular Sadness of Lemon Cake,eng,1,1,0,1,1,1,1,1,0,1
2736,The Big Bad Wolf  ,en-US,1,1,0,0,0,0,1,1,0,0
2737,Balzac et la Petite Tailleuse chinoise,en-US,1,1,0,1,1,0,1,0,1,1
2738,Bad Feminist ,eng,1,0,0,1,1,0,0,0,0,0
2739,Petals on the Wind,en-US,1,1,0,0,1,0,1,1,1,1
2740,Danny: The Champion of the World,,0,0,1,0,0,1,1,0,0,1
2741,,eng,1,0,0,1,1,0,1,0,0,0
2742,Nimona,eng,0,0,1,1,0,1,1,0,0,1
2744,From Potter's Field,eng,1,1,0,0,1,0,1,1,0,0
2745,"Mary, Mary",eng,1,1,0,0,0,0,1,1,0,0
2746,Oranges Are Not the Only Fruit,eng,1,1,0,1,1,0,1,0,1,1
2747,Grounded (Up In The Air #3),en-GB,1,1,0,0,1,0,1,0,1,0
2748,I Too Had A Love Story,eng,1,0,0,0,1,0,1,0,1,1
2749,Mrs. Piggle-Wiggle,eng,0,0,0,0,0,1,1,0,0,1
2750,Trunk Music,eng,1,1,0,0,0,0,1,1,0,0
2751,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",eng,1,0,0,1,0,0,0,0,0,0
2752,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,,0,0,0,1,0,0,0,0,0,0
2753,Blood Work,eng,1,1,0,0,0,0,1,1,0,0
2754,The Gods Themselves,eng,0,0,1,1,0,1,1,0,0,0
2755,,eng,0,0,1,0,1,1,1,1,0,1
2756,,en-US,1,1,1,1,1,0,1,0,1,0
2757,ツバサ-RESERVoir CHRoNiCLE- 1,eng,0,0,1,0,0,1,1,1,1,1
2758,"Cirque Du Freak (Cirque du Freak, #1) ",,0,0,1,0,1,1,1,1,0,1
2759,"The League of Extraordinary Gentlemen, Vol. I",eng,1,0,1,0,0,1,1,1,0,1
2760,Feed,eng,1,0,0,1,0,1,1,0,1,1
2761,,eng,1,1,1,0,1,1,1,1,1,1
2762,Mήδεια,en-GB,1,0,0,0,0,1,1,0,0,0
2763,The Demon King,en-US,0,0,1,0,0,1,1,1,1,1
2764,Hinds' Feet on High Places,,1,1,1,1,0,1,1,0,0,0
2765,Black Hole,eng,1,1,0,1,1,1,1,1,1,1
2766,"Saga, Volume Three",eng,1,1,1,0,0,1,1,0,1,0
2767,Personal,eng,1,1,1,0,1,0,1,1,0,0
2768,Z: A Novel of Zelda Fitzgerald,eng,1,1,0,1,1,0,1,0,1,0
2769,A Man Without a Country,eng,1,1,0,1,1,0,1,0,0,0
2770,When I Found You,en,1,1,0,1,1,0,1,0,0,1
2771,Lilac Girls,eng,1,1,0,1,0,0,1,0,1,0
2772,7th Heaven,eng,1,1,0,0,1,0,1,1,0,0
2773,Make Me,en-US,1,1,1,1,0,0,1,1,0,0
2774,A Constellation of Vital Phenomena,eng,1,1,0,1,1,0,1,0,0,0
2775,While It Lasts,eng,1,0,0,0,1,0,1,0,1,1
2776,The End of Your Life Bookclub,eng,0,0,0,1,0,0,1,0,0,0
2777,Two-Way Street,,0,0,0,0,1,0,1,0,1,1
