userId,artistId,playcount
1551,15376,295
391,160,306
1471,1604,1759
1622,177,39
861,867,91
1824,400,4
1804,17108,496
132,664,295
333,139,147
748,9792,288
997,3718,109
0,49,1315
767,238,374
1865,846,413
601,3710,704
314,2764,643
1836,249,715
713,568,712
1630,846,8465
1649,122,620
1065,12245,8
623,8783,216
1527,2471,403
1082,38,1180
851,188,134
660,698,3
1125,416,334
54,1639,155
1861,301,396
65,220,317
1130,153,177
1325,1541,178
0,33,1740
415,2631,269
820,3718,254
1315,6386,578
367,1061,51
674,651,328
1731,6884,37
1600,448,126
71,158,126
1292,183,86
72,2028,2091
127,1418,221
1446,8043,808
259,736,42
1713,922,769
1415,4937,3465
281,1199,143
1060,12164,274
1891,2678,1253
1030,179,79
1090,911,900
1730,11542,24
1310,13840,380
1379,14346,126
1790,1388,104
1622,476,76
389,6345,162
363,987,2269
1262,1851,153
204,4175,95
1352,386,70
1825,1289,696
850,7347,38
943,249,70
705,106,26148
1344,1933,6
890,1192,375
505,161,1464
1022,139,11403
455,267,122
1260,1209,421
896,176,263
241,744,2
1692,206,65
166,1172,315
1301,309,133
1375,1952,631
43,237,31427
951,7792,4
1082,485,594
1343,5922,29
746,37,335
778,10084,234
902,651,4558
1201,13170,81
692,3515,95
1872,14370,1431
583,33,99
983,129,739
45,248,15
1388,133,40
1459,14707,173
811,5168,370
20,819,154
1543,15290,492
1150,3936,146
897,10949,1463
1114,206,821
1184,386,389
412,6603,122
738,1473,21
1124,12714,376
422,1359,123
89,1465,608
939,2774,139
45,525,43
1452,788,50
360,362,111
821,10375,224
223,390,114
1009,7215,34
1371,188,3736
771,251,202
1405,7469,652
325,3745,95
194,2676,102
363,263,644
428,1319,853
1533,15228,1395
169,436,58
1620,5923,838
162,2541,180
1585,7847,377
1095,12436,331
1459,13015,139
657,9020,1189
1152,10902,747
1193,7369,278
362,932,1596
578,101,1143
1762,325,569
29,1050,221
632,327,841
1611,801,442
812,10296,171
535,4344,61
259,629,633
738,9666,32
674,16,647
735,108,29
1607,4138,327
1699,16361,184
81,2304,119
652,274,399
796,157,128
1258,178,544
742,9695,82
1654,3139,252
1647,1193,94
1218,416,217
1441,1858,348
1364,183,1232
781,5842,20
524,7748,2862
677,9216,1
1120,7671,496
513,1945,149
803,3208,227
238,30,294
1695,420,73
1199,13147,188
41,164,335
743,178,287
1290,1237,278
398,2532,401
344,695,5130
1131,810,158
1287,4040,244
858,10654,85
829,13,239
1709,251,780
1603,15695,203
1623,234,434
154,3431,1110
1196,177,1757
1785,178,150
882,10851,9
1058,2873,265
1783,16968,23
220,2189,1112
829,238,1752
686,6213,84
1253,169,981
718,250,81
1083,8850,153
861,580,94
132,20,525
1869,2381,108
917,245,110
554,2783,23
1780,16956,356
1146,2566,297
1404,733,506
501,350,126
90,16,120
1546,684,421
1884,1471,538
1313,485,241
1379,2590,258
1023,151,15
1506,9871,43
1189,2421,571
517,1562,42
242,1747,354
426,6799,823
576,2031,304
1211,919,875
1481,665,171
1435,2513,152
1167,12963,568
618,3351,431
449,5786,134
63,948,350
1285,636,441
102,873,3418
1649,116,203
191,3965,44
1207,3450,647
1722,237,154
1740,2284,838
937,685,372
133,2321,95
647,571,96
1531,2283,18
644,8906,891
1522,255,612
240,3805,101
1684,202,22
779,916,272
586,488,1372
1228,640,129
1075,389,253
412,13,651
1022,3868,461
963,3940,458
448,255,628
994,3564,355
1086,7880,340
782,5768,379
1403,816,636
1452,242,76
428,2834,497
362,2383,2485
982,7976,293
1257,122,54
382,1773,41
538,806,69
1495,14997,184
1877,1625,512
1663,16018,137
1058,5647,149
1842,996,367
1042,9770,274
1556,301,390
1302,156,1752
1119,870,274
1239,8052,64
1516,456,789
1642,110,77
1248,4596,330
534,854,289
126,3081,143
1824,9126,3
1050,3484,802
368,2317,1339
1699,16354,326
104,1773,104
1538,267,13
1149,1197,351
99,878,2112
675,241,3643
1358,183,25
1462,14736,63
1313,4325,286
29,1044,431
224,4395,3024
923,11206,90
865,792,510
1612,997,408
825,156,323
778,152,163
1740,178,849
300,5386,93
890,2076,1471
1299,1727,676
1679,391,1
449,977,331
1673,3190,284
360,6061,225
285,1404,56
1889,807,145
450,448,233
936,1735,355
1750,431,335
971,8045,644
1625,2619,45
1748,1041,484
762,8552,89
186,8,323
4,218,16
142,3259,223
357,6041,554
87,2415,1005
370,461,23
637,1474,1018
616,8740,377
1872,12709,6628
644,8911,639
1876,1024,12
1853,17403,11
1109,486,162
677,5284,9
1636,282,414
1626,1334,1210
406,1150,2864
1667,387,232
1130,483,346
1168,12982,288
1790,651,589
515,418,35
1575,6441,29
359,293,39790
1242,5693,223
683,16,24619
332,5726,3
566,16,460
397,436,36
1048,3212,72
47,932,364
956,11356,123
659,339,19
60,108,132
647,1616,22
1233,282,1169
1094,325,523
1518,178,289
748,9791,322
204,3583,49
809,10282,387
1812,3051,485
1694,726,340
250,131,299
541,7916,214
1353,7604,241
873,4864,107
167,674,1173
82,400,259
1276,103,2144
1397,10472,313
1701,7697,116
698,176,649
268,3709,1234
1834,3528,74
855,30,30
456,2202,165
1811,483,786
1419,3203,103
302,5404,1000
543,798,938
86,2398,97
98,199,136
1813,1749,656
471,255,137
1818,1866,95
730,321,342
535,255,84
1190,3581,1
1813,17179,266
1706,16456,55
751,1055,16
438,656,350
1159,10847,114
1078,182,431
151,3383,225
1641,122,5
749,755,69
792,179,136
1200,3014,144
1289,13727,615
1246,13472,5515
1802,9992,3899
1058,3947,283
1705,2642,145
1193,716,592
1349,14081,163
982,5378,302
77,2163,301
1722,104,657
422,1041,99
238,4591,140
1772,808,213
986,112,39
388,984,704
1019,176,265
1732,431,3470
906,9607,156
1661,6433,155
396,870,1827
678,9249,290
822,10117,900
1875,639,590
531,255,200
295,5314,2338
1764,931,34
1592,984,998
213,242,292
1390,2754,64
787,2179,60
964,237,1456
456,1375,128
132,1424,408
846,7075,2082
560,3169,35
973,3557,82
1786,5668,72
1716,2039,3829
549,790,1856
259,1541,93
1232,755,4438
808,921,887
549,14,1789
120,651,128
144,1405,49
784,715,797
503,461,805
1848,165,1
441,301,79
634,633,500
1048,12039,66
1536,2202,224
1660,836,284
481,7363,154
63,1860,324
875,4814,65
1387,1600,57
962,1050,699
1786,16,77
53,1618,496
173,3703,373
63,1853,438
1308,982,373
937,1196,819
211,1323,465
1886,3017,1706
1015,894,1351
1489,5260,2226
448,249,2260
775,2794,25
1276,11184,379
869,683,28
1139,858,218
566,267,1149
723,291,7597
1202,11716,354
1795,17055,12
736,147,773
1260,2596,675
792,405,897
70,2006,135
650,241,1183
611,339,519
290,5270,160
1361,21,13790
1742,16701,16
1871,1766,1263
1519,419,203
1127,4861,787
544,2963,1704
436,6941,150
426,1319,200
1046,14,247
867,7621,3911
1273,170,1026
911,249,296
452,141,124
142,3262,212
1669,5956,775
265,2087,16
420,276,437
1002,685,248
1726,16568,112
1520,166,136
1486,267,157
1863,3821,274
1508,1488,739
285,654,204
124,339,480
1681,146,203
822,146,292
1345,733,243
526,7790,851
1553,1196,108
811,243,123
766,4523,45
1689,16305,119
1253,1760,1648
716,133,290
1037,411,238
1440,389,619
1497,2327,177
494,498,26
1115,7353,915
927,798,149
175,799,94
451,362,128
1791,17001,254
442,6982,275
1848,1851,1
992,1922,684
811,263,173
514,137,173
1477,177,1279
478,2754,38
602,880,84
899,10980,64
324,3137,440
1262,1588,205
1718,1127,190
1246,8117,945
1340,1474,238
268,1057,239
335,1846,802
1815,2092,937
1131,6444,151
996,172,847
166,182,1040
1607,448,678
1800,362,116
1013,1049,179
1329,140,109
612,5723,64
530,577,223
287,5223,72
1858,238,21
1393,554,390
1358,806,220
1108,416,201
1018,4326,136
817,244,5851
1701,16407,52
1568,2744,456
1848,108,26
30,5,1129
1282,12580,184
718,9518,20
947,10899,248
432,6101,37
1518,3559,411
361,16,10833
1493,907,181
224,4407,590
617,483,186
1033,11932,64
1348,14072,20
1718,8309,133
168,1377,297
1478,4516,57
512,897,58
1041,110,252
1624,1285,11
286,0,76
618,10,257
1696,1070,1020
817,274,273
1014,234,243
1710,851,535
693,9369,2174
1639,210,259
1655,1049,2935
101,2644,868
95,2427,77
207,2716,1005
622,3147,1523
1335,13975,12
1431,142,1302
907,153,248
1859,1199,642
950,9259,270
749,9803,278
868,263,1
69,1969,271
1586,804,226
994,1195,755
1395,630,118
322,1049,3
1362,1026,492
1665,4543,185
1657,15978,94
125,1541,224
1018,4380,97
38,1310,607
1324,6551,628
1079,1138,861
1007,11727,710
1067,2748,426
1108,3565,2284
1733,13421,746
535,1868,52
944,483,196
1087,580,110
1234,2804,72
723,3017,2035
1705,2660,141
340,273,847
730,706,311
1485,249,467
242,122,2813
455,1413,477
295,5316,528
807,490,100
1095,1864,467
1211,461,171
1758,10464,247
770,1041,259
1243,484,599
1641,1959,2
1762,3399,140
60,0,563
1446,391,279
1115,6737,698
1873,411,257
1718,684,130
1386,421,636
1204,10718,96
974,1372,11
817,238,165
1025,11831,79
1491,1012,238
954,5010,197
974,2869,8
754,695,224
199,152,288
1586,1368,337
293,422,165
1294,3584,1
797,237,412
1573,3962,140
578,2430,713
329,997,132
1288,13715,73
183,1055,1125
1431,1067,2883
513,1202,1302
1658,2992,44
256,4796,264
1792,6076,27
1580,7537,62
1492,14972,145
1749,16773,380
621,922,1426
1249,880,111
1629,1374,151
1616,1317,420
139,3232,334
907,8,587
1503,139,1
234,4531,66
608,26,43
693,7117,5771
418,1769,109
558,8083,740
823,909,1344
1535,6134,91
925,2718,5
1155,749,454
367,6160,83
148,3136,15
1371,278,2292
1237,8642,372
256,316,175
1568,15511,474
772,851,2121
89,2466,76
37,1295,167
1846,1049,165
601,386,414
1539,1619,449
223,807,239
643,251,589
184,19,3020
1693,16326,159
601,2620,407
236,311,510
1820,549,256
1285,206,168
1772,2720,327
1438,1906,115
1196,997,240
1466,14781,17
1287,482,1113
665,415,1130
1083,12363,119
1792,2645,22
460,2073,311
59,1759,77
1556,426,138
786,5359,743
801,3314,3428
25,0,10
859,7413,2305
1589,5370,163
1034,992,308
310,228,155
1626,178,409
1043,249,96
1605,6104,149
76,1502,103
1727,184,1334
286,1023,113
1329,325,1184
1517,240,1680
1245,454,4
904,867,146
381,26,136
942,3234,1711
542,7931,626
632,856,1607
1816,1744,37
305,1007,788
1197,657,67
1180,291,722
1583,238,61
23,905,170
850,132,38
173,8,220
184,1081,510
1431,29,1546
921,568,393
715,4814,5
1683,1866,54
112,969,236
1818,282,1506
919,11157,8
1868,2473,2853
406,450,843
1516,15140,415
1671,478,20
572,657,48808
1507,7450,123
1107,1817,390
1736,16562,2293
368,781,114
874,2596,568
323,4033,52
1759,3296,111
1254,240,57
1450,1730,388
1643,1416,61
391,103,3141
848,1826,318
1284,386,89
1086,8619,414
1552,15383,197
413,963,42
1411,2377,21
1382,14360,377
1427,7500,684
986,4748,61
169,38,4263
1450,177,572
743,656,499
579,3182,513
234,811,209
1317,327,1320
1441,6639,104
115,2917,14
570,3341,563
1855,486,21
1818,997,153
700,798,163
1479,112,5681
249,570,130
1563,15480,47
1114,8845,752
1733,416,1099
1035,397,559
393,739,4294
5,242,4059
771,282,189
887,247,574
470,1562,408
448,490,734
53,1506,498
1538,15258,38
1602,666,1836
962,103,857
406,6528,1408
1234,13346,130
888,493,709
1025,11868,4
1615,267,507
151,1372,469
411,2500,402
1291,857,427
1196,282,198
581,582,301
1472,257,86
1676,2031,405
78,554,134
1096,549,185
1659,1906,5
703,3371,227
461,7150,23
1392,2461,34
1701,368,487
1454,12163,1090
1441,1328,173
1770,1807,182
1624,10264,7
908,798,321
192,4000,153
1250,2467,88
266,265,111
681,176,16381
1435,103,127
1167,11417,204
858,4059,79
1538,3230,12
22,747,194
947,237,6235
927,328,74
1790,10709,91
205,3343,148
148,3342,12
1408,14459,96
40,1361,211
176,630,32
156,3475,291
638,8878,1256
309,922,70
466,243,413
1158,512,8695
199,1196,110
582,4513,586
111,2865,134
833,1836,94
1705,16447,155
1508,1331,1589
1821,245,919
952,8870,155
1487,238,60
534,267,184
1265,13592,433
1795,11924,24
701,797,315
341,5852,618
1040,112,2883
322,5633,2
1325,263,128
933,5386,375
1393,633,464
1671,630,27
1021,10575,13
1101,8046,65
912,11106,84
1349,4261,128
34,1175,258
1489,1966,817
291,5277,574
597,1040,331
434,1896,129
1118,12646,155
1396,265,280
1614,3401,177
1585,2189,346
810,10286,705
130,3120,1021
1179,301,250
1035,103,551
566,2541,1307
1521,997,6788
1448,753,174
754,9871,183
474,7241,322
1677,333,595
510,2678,1746
234,156,87
252,1139,471
538,7870,78
1124,7489,355
1283,549,400
101,2635,1165
1117,18,69
1064,169,329
864,5977,560
191,453,296
1527,255,417
1080,2791,115
919,146,4
171,805,142
743,1306,375
914,38,339
415,6654,168
1016,633,8758
286,471,77
427,46,67
278,5132,791
946,531,63
1587,11536,66
501,1418,148
1050,12054,792
649,123,736
1887,17595,32
10,464,1227
255,4776,757
1403,811,390
441,249,403
1516,6634,1058
1009,140,376
1106,12541,70
870,442,176
1256,1151,85
18,255,138
1106,12562,22
778,1098,510
53,386,351
70,2002,155
409,6561,8
1295,9999,585
886,411,57
1876,1015,18
1372,379,987
1271,3521,695
734,3722,189
222,241,3477
1677,3994,413
813,1317,233
482,7380,115
462,375,414
1694,282,420
1051,14,1235
621,8769,233
582,8346,247
1258,13545,109
1879,5942,164
390,16,361
970,1875,801
927,280,56
813,1492,389
1071,2280,1517
1345,1950,187
239,38,7569
1870,4794,338
1702,16413,345
915,182,72
1809,327,324
1582,15570,115
1078,111,555
1421,14518,279
1292,148,96
697,4050,460
396,916,288
714,3148,386
979,438,191
782,1877,189
109,549,404
1170,7793,356
252,37,27
671,9149,69
1761,1479,39
1189,13058,649
139,293,411
620,2922,561
315,1496,40
1129,12750,338
537,139,1439
1307,13818,141
336,2532,127
280,467,138
315,5533,83
1461,2596,284
1109,177,615
1490,244,198
974,8013,9
698,156,348
1303,2962,567
972,564,57
1484,8458,6
554,158,13
354,1301,871
110,678,2
1821,478,638
699,9413,136
1241,2988,127
924,451,106
1548,242,468
296,5336,468
846,8949,1348
155,3139,251
821,3853,478
870,2582,1602
1724,4857,2655
501,249,144
946,517,73
1678,1305,159
1664,108,147
1857,904,121
1013,9213,92
302,112,283
591,1386,125
440,146,87
1636,281,237
1080,496,75
454,651,6183
1297,475,91
1391,158,625
1657,636,90
1761,103,26
1711,756,527
1747,4552,714
1487,249,103
1214,3243,538
1634,1401,2
664,9114,1
390,1342,216
1805,4043,128
1805,1132,87
1240,1190,143
745,9753,2
286,5196,58
1217,937,35
1670,1550,236
1836,247,80
1273,799,425
822,799,237
420,411,2635
1257,380,64
113,2896,211
1204,166,384
116,1418,65
559,4145,167
1799,1374,129
1857,1082,183
300,5389,52
135,3183,41
492,2039,1645
1844,4636,89
999,328,1925
794,752,119
52,1415,874
866,3762,452
1539,14,498
5,275,593
1594,416,208
1674,16139,100
338,5836,13
1834,17302,97
1072,887,907
1779,2249,706
1853,607,9
109,152,40
960,400,180
1522,1574,181
141,275,674
860,103,1252
1875,13862,277
1549,5507,272
812,10304,122
1808,657,2999
499,1952,175
575,391,1293
1128,378,328
139,265,511
1463,3875,362
1551,161,275
1385,4507,502
1192,1816,276
1156,21,445
1529,233,460
633,178,157
1280,630,11594
1328,2076,1813
1393,3909,711
95,280,122
1398,379,131
940,3310,164
1597,237,1
21,850,517
388,240,336
377,362,139
968,311,98
1015,1946,215
1082,247,943
818,255,622
923,6594,154
61,937,615
1759,12771,184
1041,241,1232
1797,2535,1798
176,473,86
1745,2891,393
1377,3983,587
903,327,569
713,3521,439
1042,579,179
1227,3886,158
998,11631,24
1759,665,105
666,5426,209
1587,461,45
1487,404,24
656,425,22867
1276,7894,142
330,237,302
1206,13231,404
575,5133,410
1265,413,698
1444,4845,486
390,206,691
1645,15945,16
808,3510,703
1641,943,14
1739,1196,340
625,8801,936
1012,1148,1407
1050,11188,801
1643,265,138
1272,3518,219
537,1012,514
323,4016,100
999,3573,1296
968,478,51
604,3860,333
29,1049,223
484,1878,330
1429,184,1026
1054,10983,555
922,3216,92
38,1312,535
112,1963,357
895,3557,47
1665,2214,159
380,29,36
130,984,494
592,293,179
507,13,713
1494,666,169
1078,1360,346
248,147,278
1582,2218,182
1598,1154,72
935,328,711
1773,6279,330
518,5958,208
567,8228,242
144,274,76
1774,16919,1805
359,336,653
1819,941,1753
1259,3907,165
1586,183,140
631,274,331
1732,362,401
140,2028,1006
733,9634,1001
301,5393,872
878,16,1404
1748,4158,2174
1485,259,373
1078,551,267
534,249,240
847,3414,311
1803,5842,414
1509,9687,237
879,2173,3918
117,2937,17
437,6962,266
512,865,221
251,1766,3061
746,1002,346
1697,282,1557
1655,171,882
131,839,151
234,4534,58
261,1250,69
32,914,1
425,6794,62
1676,5244,180
532,2839,500
16,683,215
1745,12025,245
917,188,96
452,100,148
1567,15501,482
943,1199,267
1343,2595,24
202,4137,101
731,443,123
1813,1476,505
1041,244,378
821,5773,215
1032,10646,76
690,1730,137
1621,436,510
1309,1574,71
104,1771,112
1097,461,1151
631,2031,379
1526,159,221
686,739,53
1519,15150,8
788,3522,377
220,555,1952
636,4541,426
146,267,206
1879,3520,1061
1465,1040,69
909,4050,78
1408,14460,79
1644,851,119
766,9986,56
798,3860,134
385,247,43
1054,6683,670
555,870,1487
1699,16375,117
727,9589,384
1504,275,1356
1404,267,699
387,237,3519
298,2978,404
877,16,148
209,241,908
557,249,806
590,651,565
1782,141,357
667,7828,192
1778,16943,266
727,9591,278
341,183,633
1312,431,16
51,328,42
1373,726,71
1481,577,299
54,1635,490
1565,631,319
1442,14619,32
1503,5451,1
1880,1338,254
1370,629,89
65,1890,283
727,9601,121
414,1600,320
38,1297,1955
402,103,3033
304,255,144
421,667,100
1180,240,1113
1653,4529,1026
335,155,501
1370,3751,34
891,112,135
1268,108,35
1215,1083,673
841,878,1059
1291,632,1108
1573,1407,180
1525,3198,370
483,851,1035
310,2015,45
1203,965,17
1388,4826,224
1512,15112,195
725,951,3381
1079,2783,21670
71,982,196
1348,241,40
1757,380,327
672,656,68
1789,3375,277
6,297,504
817,1199,306
1495,3323,390
976,156,387
1271,166,360
1297,238,282
1841,1994,236
808,1343,1684
554,1138,17
1251,14,889
236,239,893
432,328,13
1016,2549,1852
669,274,1685
898,2306,346
1808,1369,1992
536,932,670
798,19,301
1037,4,1007
552,4104,539
1359,418,90
1346,1297,861
220,4352,458
129,1634,42
860,1594,413
873,1773,1772
269,1139,280
1314,178,251
1866,17469,302
455,1418,172
75,200,48
252,936,15
1064,178,227
832,453,146411
1723,16554,1766
458,1365,211
286,8,64
419,6516,250
1659,1911,3
515,1336,18
1834,667,131
1889,174,631
830,643,243
206,656,207
857,643,885
511,1155,82
702,2404,225
837,3433,63
1433,564,1103
659,667,14
905,247,284
905,3309,296
1101,12500,45
1000,16,2955
1793,1884,211
743,2280,1768
292,454,253
1141,12823,263
917,973,140
294,37,371
93,683,34
1536,557,305
113,1096,432
356,2925,1123
1545,1026,3585
735,9656,12
1280,1597,393
49,1508,190
1440,178,737
533,267,367
189,591,154
304,237,283
1706,16466,26
1594,4785,1597
856,147,192
1827,703,399
1429,122,2157
1450,271,386
1554,12898,37
887,405,200
1808,1488,2208
1312,4779,28
1544,15312,108
519,4814,7
1344,14034,38
221,903,195
211,2106,527
1762,324,359
89,2462,87
941,1474,219
235,293,2538
1665,629,265
167,386,2577
1380,276,87
1012,1633,24607
467,475,1
1383,251,664
1648,328,45
964,9984,160
314,5511,1190
630,664,1019
1521,414,367
1868,17473,4393
498,1338,309
22,863,80
1736,653,2662
639,4963,18
102,2677,1594
1060,12170,379
1052,710,191
736,1055,176
128,106,317
378,475,412
79,2267,539
1329,255,791
1345,275,357
764,9966,862
1136,12789,775
1119,932,228
633,2367,112
1310,379,354
849,1601,642
1841,10386,235
964,1368,63
1509,8333,184
1026,630,12
737,2993,537
116,992,82
1742,5646,42
776,9580,27
406,1816,2556
498,140,39
985,11539,63
1395,414,140
1427,147,787
560,659,66
1693,3106,184
1000,237,1652
997,1254,513
1848,17376,4
418,656,124
943,880,251
1671,238,1775
1282,1359,109
1728,16591,277
464,1987,415
1622,15790,32
556,6415,314
905,1411,9839
632,8848,732
1430,139,32
606,858,65
736,467,195
582,870,1765
1757,103,577
591,8412,55
176,241,15
303,465,690
942,206,3260
1663,1037,207
1889,148,137
1854,13349,217
1691,4538,305
620,1964,436
1092,657,328
342,3521,556
991,1430,458
776,1735,59
1742,641,61
1702,3595,74
1779,819,400
1220,651,108
693,16,1951
888,250,341
463,3242,72
1224,928,62
948,425,14651
316,4740,170
486,1760,297
533,116,2014
1581,802,295
797,247,992
311,336,36
1404,244,604
206,1141,153
1461,14726,275
1367,255,167
1875,633,173
165,3582,635
236,240,617
1090,2535,578
772,10033,2017
446,837,179
962,1633,784
1732,1151,381
1852,1495,349
1566,110,303
276,5087,4
1527,15176,304
1189,13060,501
1517,131,1126
1025,11863,4
285,14,42
1834,17295,472
1583,482,612
1552,15387,145
573,1574,374
182,3834,16
244,4678,395
1850,867,780
1041,651,327
809,303,300
324,46,1527
1147,5057,1
103,137,785
606,4653,94
247,334,732
1685,798,792
728,2992,827
1513,9620,290
415,6677,62
676,542,239
636,494,449
296,851,314
1563,6826,6
1049,12047,9
1610,8691,145
1366,493,996
1340,179,83
574,8262,338
912,4041,71
1857,868,136
1739,3378,152
67,1308,82
275,1496,316
1339,1365,2918
1748,7875,1929
813,1331,291
1731,2527,50
369,6189,1079
882,1588,6
332,605,7
1230,10366,1128
1177,1192,244
1497,247,226
1154,12895,826
1477,1384,1581
1530,8358,137
1525,249,719
1694,3719,420
1571,158,580
1485,38,765
949,8335,2
738,656,44
420,414,6076
753,2146,304
20,461,752
1245,2058,12
744,9722,11
763,9959,1051
1072,1096,448
287,5212,87
561,248,8339
724,907,73
1503,928,1
62,439,88
1066,1694,109
354,866,3205
1814,3174,215
458,798,233
827,490,401
485,1620,49
1034,273,371
151,1325,258
51,248,214
1835,3737,451
704,816,17
1762,16861,145
26,110,30
593,8419,141
1686,327,386
1320,431,268
1195,1197,176
673,392,190
91,164,21
1073,8367,296
744,9724,9
158,3502,172
283,37,228
569,153,3
80,1230,75
631,639,242
393,6404,247
34,1186,219
668,3634,1727
282,482,292
1407,177,15
573,3228,179
819,916,26
283,5,422
940,557,151
849,391,813
1530,139,124
930,11216,256
1443,174,131
672,3908,40
944,108,250
723,263,1983
1081,30,415
1613,5936,1133
366,176,11164
553,251,167
810,10288,384
56,1069,2900
1196,1199,965
687,425,36098
1298,636,33
1788,873,138
1318,851,54
790,6619,1428
536,1202,98
841,868,1105
1829,14,130
1077,11721,348
606,8562,70
1031,846,183
150,3381,7
895,1463,487
764,6458,1024
563,139,582
1076,12328,30
367,6172,49
1203,964,14
526,7787,1132
789,10188,227
525,2390,241
1121,12688,6
1668,16034,162
787,418,94
594,169,1150
1783,1741,89
420,293,1727
1180,1946,163
810,436,711
703,799,322
620,995,854
637,3149,1180
714,5193,242
1452,177,85
1565,15496,263
518,6020,91
882,1874,6
408,448,129
1214,13253,1341
1070,1844,1514
951,11332,4
1519,415,6
237,1829,617
583,131,117
745,9756,2
1389,139,37
157,153,8072
437,2400,454
128,1411,172
1871,1372,1022
1843,146,401
109,176,822
171,1474,373
1737,1639,100
1741,16669,1799
1340,282,42
20,802,508
588,136,97
525,2380,199
1608,420,490
1698,237,354
1455,3388,680
1755,596,69
1516,4383,362
12,539,619
1409,1200,143
1033,267,85
140,448,639
170,3634,20
513,522,80
1231,725,289
1226,2457,68
737,4,1520
152,240,287
318,5568,268
1860,2772,18
357,5774,1156
1140,38,1595
1416,255,380
1602,378,705
1507,438,153
417,6698,1139
46,1449,193
1656,1400,277
84,2340,29
1219,154,4
487,21,23304
1849,17389,842
747,1372,109
922,11193,70
1748,369,555
709,2869,330
1834,45,107
435,247,210
1485,3140,1577
204,4181,42
1732,176,362
1536,176,190
176,431,147
1181,4139,592
1817,21,57
1180,249,696
52,519,559
913,4255,578
1245,436,81
987,1633,11830
579,5120,1507
973,1024,141
502,5245,151
1789,657,721
190,895,163
179,1082,1066
387,851,3507
75,492,305
670,3125,212
1860,647,19
943,4923,197
335,5754,1474
268,386,209
1579,6619,738
625,7617,987
380,33,25
659,7977,17
1713,38,896
456,1069,161
1006,155,471
494,30,90
969,5466,126
349,5972,94
1109,6146,820
897,1706,292
1009,9486,29
39,1344,174
849,10534,1024
256,4804,145
122,901,2254
1398,3886,160
949,11319,2
864,246,1588
943,449,96
1610,293,48
443,7012,204
1236,13400,71
215,4312,1
1516,6619,323
1753,1983,1334
237,4568,517
126,3082,140
294,476,247
928,4017,12
1417,6989,312
1167,2437,209
119,2986,122
920,1886,311
3,122,241
1744,11577,81
1131,7090,118
99,2587,3939
209,272,850
1683,16230,62
152,239,227
394,16,639
261,241,156
1296,289,319
816,425,259
1161,237,1052
403,3034,124
1521,666,1387
177,549,1308
1619,214,192
813,10323,338
314,5514,590
618,1072,255
1311,916,116
1196,416,2395
1309,414,75
408,3676,179
1308,237,857
1144,3349,51
906,1107,145
897,874,286
623,8784,211
1639,115,275
96,362,1888
436,6931,171
611,206,613
537,12,93
1647,3168,688
813,904,559
1756,16831,199
1021,10556,16
757,411,9
889,656,509
1372,1879,933
332,249,5
666,4171,102
1732,1375,207
1244,13470,112
860,148,785
385,3139,35
540,631,786
1664,437,109
1307,249,324
519,461,9
360,6054,354
533,178,1089
1632,916,355
57,1706,47
315,2771,436
251,2908,99
1566,7537,233
1822,240,161
227,414,103
1620,5258,105
1880,38,1042
1130,389,401
1002,174,3816
1737,6127,254
636,255,647
1756,16829,331
139,478,729
1365,5302,359
533,920,515
1508,10188,1017
1265,13586,487
1229,9919,166
172,3673,710
1227,13343,162
470,240,2172
90,282,64
1869,3437,239
1260,3122,1567
1373,272,83
1138,1735,386
1757,568,291
210,48,157
852,1069,783
1459,12522,135
243,468,362
466,129,1329
705,651,169596
373,240,73
106,2750,409
989,950,21
1635,244,34243
838,2896,41
1167,12961,201
752,2246,53
540,637,3711
1886,1419,26090
1523,11420,286
1765,494,92
1695,6100,102
1189,802,522
68,255,1
702,3386,171
787,7819,158
90,475,57
834,278,519
1845,2001,1486
1768,629,274
1107,1994,368
1423,4045,199
341,5849,780
1120,110,148
525,7771,345
1564,873,736
1491,7896,226
952,8868,172
574,8271,110
451,1195,64
1604,266,437
1626,6370,631
1127,1369,3392
1742,6999,21
124,1423,884
629,8830,228
265,1201,6
339,1196,131
1217,8887,116
57,1378,73
568,38,552
837,1219,37
1726,7543,43
1423,409,3305
1701,14870,73
1791,16992,1286
1368,7,232
1322,10189,145
1211,37,425
838,3277,556
795,10219,1011
835,488,687
205,4196,146
70,1981,923
1105,8427,494
760,324,167
622,8773,1454
464,865,95
1811,14,669
273,176,139
1658,3521,28
782,10122,197
593,8424,117
403,1837,337
593,8239,69
120,125,321
191,3960,52
1106,12548,37
538,86,61
1490,280,121
1582,1958,283
1783,1735,40
272,1769,360
449,7053,116
578,2428,271
318,4,248
383,6239,48
617,657,520
305,301,518
1207,244,1127
843,3757,849
1132,1069,783
1,85,76
1847,17357,18
1302,10226,360
1129,12751,207
758,103,376
542,1169,523
1216,1676,14
968,1419,120
1428,1471,74
775,3965,265
1798,6316,142
628,199,76
1324,3012,801
1165,1067,166
1420,928,349
916,328,470
1501,591,93
1207,629,569
315,5537,58
1054,6714,833
301,266,784
1009,147,44
368,6177,113
364,194,258
289,1423,86
1745,436,359
409,1274,8
1261,14,247
1354,2457,1107
916,7025,175
680,7162,19
853,6351,163
37,1272,275
1336,6383,1160
1632,244,1280
1133,3964,76
190,454,327
1194,13095,6
1601,12541,1000
215,415,2
223,3521,301
17,728,98
1819,17222,1297
